
[Name]
symmetry 1

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ]
1.69426978e-01, 1.29999995e-01, 4.99999989e-03, -4.11376124e-04, -2.18330584e-02, 1.50721800e-02
1.29926488e-01, 1.49512395e-01, 4.99999989e-03, -4.78937291e-05, -1.60419960e-02, 1.65404808e-02
1.29945442e-01, 1.59441099e-01, 4.99999989e-03, -3.25569636e-05, -1.71804819e-02, 1.87378991e-02
1.29874751e-01, 1.39627755e-01, 4.99999989e-03, -7.90833510e-05, -1.48867490e-02, 1.44781200e-02
1.49616390e-01, 1.29942432e-01, 4.99999989e-03, -2.83227244e-04, -1.76319927e-02, 1.39567414e-02
1.39667898e-01, 1.29901320e-01, 4.99999989e-03, -2.07651494e-04, -1.56340450e-02, 1.32899024e-02
1.29999995e-01, 1.69348672e-01, 4.99999989e-03, -3.41169107e-05, -1.83009170e-02, 2.10669767e-02
1.29999995e-01, 1.79272234e-01, 4.99999989e-03, -5.42397647e-05, -1.93992518e-02, 2.35277191e-02
1.29999995e-01, 1.89272225e-01, 4.99999989e-03, -9.51269540e-05, -2.04735715e-02, 2.61184648e-02
1.29999995e-01, 1.99195772e-01, 4.99999989e-03, -1.57408329e-04, -2.15236098e-02, 2.88332514e-02
1.29999995e-01, 2.09195763e-01, 4.99999989e-03, -2.43728777e-04, -2.25476678e-02, 3.16696353e-02
1.29999995e-01, 2.19119325e-01, 4.99999989e-03, -3.54204793e-04, -2.35442780e-02, 3.46246585e-02
1.29999995e-01, 2.39042878e-01, 4.99999989e-03, -6.56573218e-04, -2.54490208e-02, 4.08786684e-02
1.29999995e-01, 2.29119316e-01, 4.99999989e-03, -4.92032268e-04, -2.45118961e-02, 3.76954228e-02
1.29999995e-01, 2.58966416e-01, 4.99999989e-03, -1.07619923e-03, -2.72256173e-02, 4.75690439e-02
1.29999995e-01, 2.49042869e-01, 4.99999989e-03, -8.51815857e-04, -2.63541061e-02, 4.41710949e-02
1.29999995e-01, 2.68966407e-01, 4.99999989e-03, -1.33454672e-03, -2.80619599e-02, 5.10688201e-02
1.29999995e-01, 2.78889954e-01, 4.99999989e-03, -1.62425858e-03, -2.88615339e-02, 5.46663590e-02
1.29999995e-01, 2.98813522e-01, 4.99999989e-03, -2.31118198e-03, -3.03437896e-02, 6.21379167e-02
1.29999995e-01, 2.88889945e-01, 4.99999989e-03, -1.95105630e-03, -2.96226889e-02, 5.83575554e-02
1.29999995e-01, 3.08813512e-01, 4.99999989e-03, -2.71132379e-03, -3.10231671e-02, 6.60029352e-02
1.29999995e-01, 3.18737060e-01, 4.99999989e-03, -3.14647658e-03, -3.16591971e-02, 6.99476823e-02
1.29999995e-01, 3.38660598e-01, 4.99999989e-03, -4.13842406e-03, -3.27947922e-02, 7.80562088e-02
1.29999995e-01, 3.28737050e-01, 4.99999989e-03, -3.62430676e-03, -3.22502591e-02, 7.39672258e-02
1.29999995e-01, 3.58584166e-01, 4.99999989e-03, -5.29382378e-03, -3.37382853e-02, 8.64206031e-02
1.29999995e-01, 3.48660588e-01, 4.99999989e-03, -4.69753845e-03, -3.32912691e-02, 8.22092593e-02
1.29999995e-01, 3.68584156e-01, 4.99999989e-03, -5.93699981e-03, -3.41345407e-02, 9.06845182e-02
1.29999995e-01, 3.78507704e-01, 4.99999989e-03, -6.61777006e-03, -3.44789252e-02, 9.49948728e-02
1.29999995e-01, 3.88507694e-01, 4.99999989e-03, -7.34703196e-03, -3.47704142e-02, 9.93455201e-02
1.29999995e-01, 3.98431242e-01, 4.99999989e-03, -8.11400544e-03, -3.50081958e-02, 1.03729934e-01
1.29999995e-01, 4.18354809e-01, 4.99999989e-03, -9.78299789e-03, -3.53205390e-02, 1.12574160e-01
1.29999995e-01, 4.08431232e-01, 4.99999989e-03, -8.93021841e-03, -3.51916850e-02, 1.08141661e-01
1.29999995e-01, 4.38278347e-01, 4.99999989e-03, -1.16246380e-02, -3.54147032e-02, 1.21474370e-01
1.29999995e-01, 4.28354800e-01, 4.99999989e-03, -1.06858322e-02, -3.53947654e-02, 1.17020771e-01
1.29999995e-01, 4.48278338e-01, 4.99999989e-03, -1.26132183e-02, -3.53810340e-02, 1.25928164e-01
1.29999995e-01, 4.58201885e-01, 4.99999989e-03, -1.36356354e-02, -3.52947861e-02, 1.30375251e-01
1.29999995e-01, 4.68201876e-01, 4.99999989e-03, -1.47071565e-02, -3.51573676e-02, 1.34809092e-01
1.29999995e-01, 4.78125453e-01, 4.99999989e-03, -1.58109795e-02, -3.49706337e-02, 1.39222667e-01
1.30000010e-01, 4.98048991e-01, 4.99999989e-03, -1.81440152e-02, -3.44594121e-02, 1.47962153e-01
1.29999995e-01, 4.88125443e-01, 4.99999989e-03, -1.69628598e-02, -3.47370207e-02, 1.43609211e-01
1.30000010e-01, 5.08049011e-01, 4.99999989e-03, -1.93715785e-02, -3.41413282e-02, 1.52275324e-01
1.30000025e-01, 5.17972589e-01, 4.99999989e-03, -2.06256229e-02, -3.37867625e-02, 1.56542525e-01
1.30000085e-01, 5.37896276e-01, 4.99999989e-03, -2.32458729e-02, -3.29873823e-02, 1.64915815e-01
1.30000025e-01, 5.27972579e-01, 4.99999989e-03, -2.19241455e-02, -3.34003419e-02, 1.60757899e-01
1.30000085e-01, 5.47896266e-01, 4.99999989e-03, -2.46097688e-02, -3.25539745e-02, 1.69011265e-01
1.30000308e-01, 5.57820320e-01, 4.99999989e-03, -2.59935744e-02, -3.21068726e-02, 1.73039496e-01
1.30001262e-01, 5.77745974e-01, 4.99999989e-03, -2.88570635e-02, -3.12028117e-02, 1.80878371e-01
1.30000308e-01, 5.67820311e-01, 4.99999989e-03, -2.74169594e-02, -3.16537097e-02, 1.76996440e-01
1.30001262e-01, 5.87745965e-01, 4.99999989e-03, -3.03341467e-02, -3.07636242e-02, 1.84682757e-01
1.30005047e-01, 5.97677886e-01, 4.99999989e-03, -3.18257362e-02, -3.03463154e-02, 1.88407123e-01
1.30005047e-01, 6.07677877e-01, 4.99999989e-03, -3.33509706e-02, -2.99619399e-02, 1.92049727e-01
1.30010650e-01, 6.17624760e-01, 4.99999989e-03, -3.48900929e-02, -2.96227075e-02, 1.95609510e-01
1.30016476e-01, 6.37588799e-01, 4.99999989e-03, -3.80409993e-02, -2.91339252e-02, 2.02476650e-01
1.30010650e-01, 6.27624750e-01, 4.99999989e-03, -3.64584178e-02, -2.93418840e-02, 1.99085057e-01
1.30016476e-01, 6.47588789e-01, 4.99999989e-03, -3.96484397e-02, -2.90146489e-02, 2.05784053e-01
1.30022451e-01, 6.57570481e-01, 4.99999989e-03, -4.12713289e-02, -2.90010311e-02, 2.09008694e-01
1.30022451e-01, 6.67570472e-01, 4.99999989e-03, -4.29151580e-02, -2.91114077e-02, 2.12151349e-01
1.30028546e-01, 6.77570164e-01, 4.99999989e-03, -4.45766114e-02, -2.93653440e-02, 2.15214193e-01
1.30028546e-01, 6.87570214e-01, 4.99999989e-03, -4.62558419e-02, -2.97836009e-02, 2.18198359e-01
1.30034760e-01, 6.97588265e-01, 4.99999989e-03, -4.79560122e-02, -3.03880367e-02, 2.21106097e-01
1.30034760e-01, 7.07588315e-01, 4.99999989e-03, -4.96714339e-02, -3.12013105e-02, 2.23937795e-01
1.30041093e-01, 7.17625141e-01, 4.99999989e-03, -5.14123179e-02, -3.22468951e-02, 2.26694107e-01
1.30047560e-01, 7.37681150e-01, 4.99999989e-03, -5.49530908e-02, -3.51276658e-02, 2.31970251e-01
1.30041093e-01, 7.27625132e-01, 4.99999989e-03, -5.31669557e-02, -3.35480720e-02, 2.29372755e-01
1.30054131e-01, 7.57756650e-01, 4.99999989e-03, -5.85897714e-02, -3.92024778e-02, 2.36884624e-01
1.30047560e-01, 7.47681141e-01, 4.99999989e-03, -5.67521453e-02, -3.70065011e-02, 2.34478101e-01
1.30060837e-01, 7.77851939e-01, 4.99999989e-03, -6.23363815e-02, -4.45869863e-02, 2.41306916e-01
1.30054146e-01, 7.67756641e-01, 4.99999989e-03, -6.04401007e-02, -4.17277850e-02, 2.39170253e-01
1.30067632e-01, 7.97967434e-01, 4.99999989e-03, -6.62074536e-02, -5.12519665e-02, 2.44960994e-01
1.30060837e-01, 7.87851930e-01, 4.99999989e-03, -6.42417222e-02, -4.77679670e-02, 2.43257001e-01
1.30067632e-01, 8.07967424e-01, 4.99999989e-03, -6.81594983e-02, -5.49717993e-02, 2.46363461e-01
1.30074546e-01, 8.18103373e-01, 4.99999989e-03, -7.02145472e-02, -5.88444024e-02, 2.47342527e-01
1.30367130e-01, 8.38486791e-01, 4.99999989e-03, -7.42343292e-02, -6.64195642e-02, 2.47456431e-01
1.30170718e-01, 8.28287423e-01, 4.99999989e-03, -7.22347423e-02, -6.27456903e-02, 2.47758359e-01
1.30671248e-01, 8.58853042e-01, 4.99999989e-03, -7.81938657e-02, -7.14650750e-02, 2.43595526e-01
1.30496547e-01, 8.48663151e-01, 4.99999989e-03, -7.62755424e-02, -6.94951490e-02, 2.46163309e-01
8.70243967e-01, 8.70197475e-01, 4.99999989e-03, 1.07185833e-01, 6.47447705e-02, -3.47088575e-01
1.30931064e-01, 8.69090557e-01, 4.99999989e-03, -8.00138935e-02, -7.16345608e-02, 2.39418671e-01
3.42524022e-01, 8.79813552e-01, 4.99999989e-03, -5.10942191e-02, 1.79088324e-01, 1.12990089e-01
3.52542043e-01, 8.79734576e-01, 4.99999989e-03, -5.22802360e-02, 1.90139174e-01, 1.09477662e-01
3.32502842e-01, 8.79935324e-01, 4.99999989e-03, -5.00433408e-02, 1.67852953e-01, 1.16568774e-01
3.62478852e-01, 8.79760325e-01, 4.99999989e-03, -5.35661876e-02, 2.01247737e-01, 1.05937295e-01
8.68902147e-01, 1.30883828e-01, 4.99999989e-03, 4.50717099e-03, -9.29266959e-03, -9.83313937e-03
1.29755959e-01, 1.29802689e-01, 4.99999989e-03, -1.24492086e-04, -1.37181506e-02, 1.25498688e-02
8.50496590e-01, 8.79999995e-01, 4.99999989e-03, 8.66110474e-02, 1.48425564e-01, -2.62291014e-01
8.60420167e-01, 8.79999995e-01, 4.99999989e-03, 1.02359779e-01, 1.22388422e-01, -2.90276885e-01
8.70261848e-01, 8.80141020e-01, 4.99999989e-03, 1.18710242e-01, 9.55244303e-02, -3.20724964e-01
1.20443672e-01, 8.58705282e-01, 4.99999989e-03, -8.19226131e-02, -7.38242343e-02, 2.47508407e-01
1.20279483e-01, 8.48521173e-01, 4.99999989e-03, -7.94371590e-02, -7.04999864e-02, 2.48484999e-01
1.20705612e-01, 8.68947327e-01, 4.99999989e-03, -8.43577906e-02, -7.57247731e-02, 2.45043084e-01
1.31201610e-01, 8.79337549e-01, 4.99999989e-03, -8.16162005e-02, -6.90674558e-02, 2.33258635e-01
1.41426429e-01, 8.79543483e-01, 4.99999989e-03, -7.68205673e-02, -6.11394793e-02, 2.25412846e-01
1.61817595e-01, 8.79746199e-01, 4.99999989e-03, -6.82903081e-02, -4.16120738e-02, 2.09531426e-01
1.51604384e-01, 8.79638791e-01, 4.99999989e-03, -7.23712444e-02, -5.18940948e-02, 2.17434883e-01
1.71927989e-01, 8.79830956e-01, 4.99999989e-03, -6.46189824e-02, -3.05220485e-02, 2.01818943e-01
1.82059124e-01, 8.79883051e-01, 4.99999989e-03, -6.13380857e-02, -1.88465361e-02, 1.94387525e-01
2.02241555e-01, 8.79945874e-01, 4.99999989e-03, -5.59405647e-02, 5.69637120e-03, 1.80486083e-01
1.92146257e-01, 8.79939198e-01, 4.99999989e-03, -5.84526062e-02, -6.72247447e-03, 1.87265486e-01
2.22317040e-01, 8.79952431e-01, 4.99999989e-03, -5.19988984e-02, 3.10616307e-02, 1.67919725e-01
2.12241575e-01, 8.79945874e-01, 4.99999989e-03, -5.38055860e-02, 1.83019824e-02, 1.74048796e-01
2.32317060e-01, 8.79952431e-01, 4.99999989e-03, -5.05316257e-02, 4.39022444e-02, 1.62089378e-01
2.42373049e-01, 8.79958928e-01, 4.99999989e-03, -4.93672192e-02, 5.67178801e-02, 1.56576946e-01
2.62391657e-01, 8.79903734e-01, 4.99999989e-03, -4.79012579e-02, 8.22580084e-02, 1.46304041e-01
2.52370566e-01, 8.79832804e-01, 4.99999989e-03, -4.85024080e-02, 6.94561601e-02, 1.51353344e-01
2.82391250e-01, 8.80216539e-01, 4.99999989e-03, -4.74275611e-02, 1.08095676e-01, 1.36645690e-01
2.72427261e-01, 8.79963636e-01, 4.99999989e-03, -4.75438349e-02, 9.51971337e-02, 1.41378060e-01
3.02488565e-01, 8.80102932e-01, 4.99999989e-03, -4.78889681e-02, 1.32683083e-01, 1.28117174e-01
2.92445421e-01, 8.80230308e-01, 4.99999989e-03, -4.75472696e-02, 1.20628834e-01, 1.32226527e-01
3.12427759e-01, 8.79977524e-01, 4.99999989e-03, -4.84292433e-02, 1.44493595e-01, 1.24175802e-01
3.22409511e-01, 8.79983485e-01, 4.99999989e-03, -4.91517149e-02, 1.56262219e-01, 1.20308585e-01
3.82254183e-01, 8.79998863e-01, 4.99999989e-03, -5.64374775e-02, 2.22968966e-01, 9.90077704e-02
3.72321278e-01, 8.79994631e-01, 4.99999989e-03, -5.49489856e-02, 2.12305263e-01, 1.02415159e-01
4.02178556e-01, 8.79999995e-01, 4.99999989e-03, -5.96919581e-02, 2.43242592e-01, 9.23919901e-02
3.92254174e-01, 8.79998863e-01, 4.99999989e-03, -5.80330379e-02, 2.33234033e-01, 9.56858844e-02
4.22102094e-01, 8.79999995e-01, 4.99999989e-03, -6.31867796e-02, 2.62450814e-01, 8.58453661e-02
4.12178516e-01, 8.79999995e-01, 4.99999989e-03, -6.14234544e-02, 2.52984285e-01, 8.91156197e-02
4.42025632e-01, 8.79999995e-01, 4.99999989e-03, -6.68060109e-02, 2.80527472e-01, 7.92777240e-02
4.32102084e-01, 8.79999995e-01, 4.99999989e-03, -6.49950355e-02, 2.71634877e-01, 8.25696662e-02
4.52025622e-01, 8.79999995e-01, 4.99999989e-03, -6.86327741e-02, 2.89119005e-01, 7.59588033e-02
4.61949199e-01, 8.79999995e-01, 4.99999989e-03, -7.04320148e-02, 2.97399521e-01, 7.26025477e-02
4.71949160e-01, 8.79999995e-01, 4.99999989e-03, -7.22157881e-02, 3.05358171e-01, 6.91986233e-02
4.81872737e-01, 8.79999995e-01, 4.99999989e-03, -7.39406049e-02, 3.12983751e-01, 6.57369941e-02
5.01796305e-01, 8.79999995e-01, 4.99999989e-03, -7.71994740e-02, 3.27186376e-01, 5.86006008e-02
4.91872728e-01, 8.79999995e-01, 4.99999989e-03, -7.56162256e-02, 3.20264012e-01, 6.22076094e-02
5.11796236e-01, 8.79999995e-01, 4.99999989e-03, -7.86969364e-02, 3.33736837e-01, 5.49059957e-02
5.21719813e-01, 8.79999995e-01, 4.99999989e-03, -8.00673738e-02, 3.39901447e-01, 5.11139482e-02
5.41643381e-01, 8.79999995e-01, 4.99999989e-03, -8.23949873e-02, 3.51009399e-01, 4.31977473e-02
5.31719804e-01, 8.79999995e-01, 4.99999989e-03, -8.13129619e-02, 3.45664203e-01, 4.72145006e-02
5.61566949e-01, 8.79999995e-01, 4.99999989e-03, -8.40232000e-02, 3.60375375e-01, 3.47714387e-02
5.51643372e-01, 8.79999995e-01, 4.99999989e-03, -8.33100080e-02, 3.55919003e-01, 3.90534885e-02
5.71566880e-01, 8.79999995e-01, 4.99999989e-03, -8.45242962e-02, 3.64358336e-01, 3.03410105e-02
5.81490457e-01, 8.79999995e-01, 4.99999989e-03, -8.47835839e-02, 3.67848039e-01, 2.57513467e-02
6.01414025e-01, 8.79999995e-01, 4.99999989e-03, -8.44988003e-02, 3.73257279e-01, 1.60484090e-02
5.91490448e-01, 8.79999995e-01, 4.99999989e-03, -8.47827867e-02, 3.70821744e-01, 2.09910870e-02
6.21337593e-01, 8.79999995e-01, 4.99999989e-03, -8.29831809e-02, 3.76412153e-01, 5.56473760e-03
6.11414015e-01, 8.79999995e-01, 4.99999989e-03, -8.39039162e-02, 3.75129044e-01, 1.09107392e-02
6.31337523e-01, 8.79999995e-01, 4.99999989e-03, -8.16982836e-02, 3.77077639e-01, -4.03076410e-06
6.41261101e-01, 8.79999995e-01, 4.99999989e-03, -8.00438672e-02, 3.77097875e-01, -5.81121817e-03
6.61184669e-01, 8.79999995e-01, 4.99999989e-03, -7.54803568e-02, 3.75072062e-01, -1.82117447e-02
6.51261091e-01, 8.79999995e-01, 4.99999989e-03, -7.79690966e-02, 3.76440018e-01, -1.18740872e-02
6.81108236e-01, 8.79999995e-01, 4.99999989e-03, -6.90899864e-02, 3.70058954e-01, -3.18007469e-02
6.71184659e-01, 8.79999995e-01, 4.99999989e-03, -7.25142285e-02, 3.72957110e-01, -2.48458274e-02
6.91108167e-01, 8.79999995e-01, 4.99999989e-03, -6.51292130e-02, 3.66335094e-01, -3.91046330e-02
7.01031744e-01, 8.79999995e-01, 4.99999989e-03, -6.06662594e-02, 3.61743748e-01, -4.67899218e-02
7.20955312e-01, 8.79999995e-01, 4.99999989e-03, -5.00023067e-02, 3.49763155e-01, -6.34635165e-02
7.11031735e-01, 8.79999995e-01, 4.99999989e-03, -5.56068346e-02, 3.56235921e-01, -5.48946895e-02
7.40878880e-01, 8.79999995e-01, 4.99999989e-03, -3.68939452e-02, 3.33695531e-01, -8.22152719e-02
7.30955303e-01, 8.79999995e-01, 4.99999989e-03, -4.37411554e-02, 3.42268586e-01, -7.25494325e-02
7.50878811e-01, 8.79999995e-01, 4.99999989e-03, -2.93309763e-02, 3.23977858e-01, -9.25367773e-02
7.60802388e-01, 8.79999995e-01, 4.99999989e-03, -2.11435817e-02, 3.13049823e-01, -1.03603855e-01
7.80725956e-01, 8.79999995e-01, 4.99999989e-03, -2.56469520e-03, 2.87260830e-01, -1.28427774e-01
7.70802379e-01, 8.79999995e-01, 4.99999989e-03, -1.21831587e-02, 3.00835580e-01, -1.15524739e-01
8.00649524e-01, 8.79999995e-01, 4.99999989e-03, 1.90079715e-02, 2.55705297e-01, -1.57819450e-01
7.90725946e-01, 8.79999995e-01, 4.99999989e-03, 7.87991751e-03, 2.72242904e-01, -1.42466292e-01
8.10649455e-01, 8.79999995e-01, 4.99999989e-03, 3.10054682e-02, 2.37570703e-01, -1.74696252e-01
8.20573032e-01, 8.79999995e-01, 4.99999989e-03, 4.36958484e-02, 2.17779070e-01, -1.93331838e-01
8.40496600e-01, 8.79999995e-01, 4.99999989e-03, 7.15309381e-02, 1.73154294e-01, -2.36885816e-01
8.30573022e-01, 8.79999995e-01, 4.99999989e-03, 5.72795980e-02, 1.96292639e-01, -2.13984460e-01
8.80049109e-01, 8.60458076e-01, 4.99999989e-03, 1.10168271e-01, 1.52070606e-02, -4.03580278e-01
8.80067647e-01, 8.70394945e-01, 4.99999989e-03, 1.22650206e-01, 3.98925059e-02, -3.80032599e-01
8.79999995e-01, 8.40651333e-01, 4.99999989e-03, 8.70885924e-02, -2.54006628e-02, -4.42062378e-01
8.79999995e-01, 8.50574851e-01, 4.99999989e-03, 9.82771963e-02, -6.41071750e-03, -4.24227118e-01
8.79999995e-01, 8.30651343e-01, 4.99999989e-03, 7.66203925e-02, -4.20688204e-02, -4.57121015e-01
8.79999995e-01, 8.20727766e-01, 4.99999989e-03, 6.70078993e-02, -5.66642061e-02, -4.69475210e-01
8.79999995e-01, 8.00804198e-01, 4.99999989e-03, 5.01352102e-02, -8.05433691e-02, -4.86623943e-01
8.79999995e-01, 8.10727775e-01, 4.99999989e-03, 5.81376590e-02, -6.94265068e-02, -4.79270041e-01
8.79999995e-01, 7.80880690e-01, 4.99999989e-03, 3.63142602e-02, -9.85462889e-02, -4.94642615e-01
8.79999995e-01, 7.90804207e-01, 4.99999989e-03, 4.28429954e-02, -9.02016461e-02, -4.91699517e-01
8.79999995e-01, 7.60957122e-01, 4.99999989e-03, 2.52524596e-02, -1.11810356e-01, -4.94741619e-01
8.79999995e-01, 7.70880699e-01, 4.99999989e-03, 3.04515790e-02, -1.05721273e-01, -4.95606124e-01
8.79999995e-01, 7.41033554e-01, 4.99999989e-03, 1.67491660e-02, -1.21104561e-01, -4.88145858e-01
8.79999995e-01, 7.50957131e-01, 4.99999989e-03, 2.06878837e-02, -1.16901577e-01, -4.92199302e-01
8.79999995e-01, 7.31033564e-01, 4.99999989e-03, 1.32583994e-02, -1.24468014e-01, -4.82700735e-01
8.79999995e-01, 7.21110046e-01, 4.99999989e-03, 1.02775292e-02, -1.27067864e-01, -4.75999236e-01
8.79999995e-01, 7.11110055e-01, 4.99999989e-03, 7.66304974e-03, -1.28965914e-01, -4.68162656e-01
8.79999995e-01, 7.01186478e-01, 4.99999989e-03, 5.45989303e-03, -1.30210206e-01, -4.59310561e-01
8.79999995e-01, 6.91186488e-01, 4.99999989e-03, 3.58006335e-03, -1.30855635e-01, -4.49566931e-01
8.79999995e-01, 6.81262910e-01, 4.99999989e-03, 2.01989058e-03, -1.30952016e-01, -4.39042747e-01
8.79999995e-01, 6.71262920e-01, 4.99999989e-03, 7.17305462e-04, -1.30544454e-01, -4.27846014e-01
8.79999995e-01, 6.61339402e-01, 4.99999989e-03, -3.40392173e-04, -1.29676253e-01, -4.16077942e-01
8.79999995e-01, 6.41415834e-01, 4.99999989e-03, -1.87367911e-03, -1.26725122e-01, -3.91206831e-01
8.79999995e-01, 6.51339412e-01, 4.99999989e-03, -1.19974336e-03, -1.28389478e-01, -4.03834552e-01
8.79999995e-01, 6.21492267e-01, 4.99999989e-03, -2.78400048e-03, -1.22419171e-01, -3.65135372e-01
8.79999995e-01, 6.31415844e-01, 4.99999989e-03, -2.39723665e-03, -1.24722302e-01, -3.78280282e-01
8.79999995e-01, 6.01568758e-01, 4.99999989e-03, -3.23838345e-03, -1.17053233e-01, -3.38482529e-01
8.79999995e-01, 6.11492276e-01, 4.99999989e-03, -3.06012086e-03, -1.19851321e-01, -3.51846635e-01
8.79999995e-01, 5.91568768e-01, 4.99999989e-03, -3.33699118e-03, -1.14057593e-01, -3.25106382e-01
8.79999995e-01, 5.81645191e-01, 4.99999989e-03, -3.36776068e-03, -1.10895902e-01, -3.11775953e-01
8.79999995e-01, 5.71645200e-01, 4.99999989e-03, -3.34288715e-03, -1.07597515e-01, -2.98543841e-01
8.79999995e-01, 5.61721623e-01, 4.99999989e-03, -3.27255693e-03, -1.04190506e-01, -2.85457313e-01
8.79999995e-01, 5.41798115e-01, 4.99999989e-03, -3.02703748e-03, -9.71541926e-02, -2.59885430e-01
8.79999995e-01, 5.51721632e-01, 4.99999989e-03, -3.16417799e-03, -1.00701250e-01, -2.72558838e-01
8.79999995e-01, 5.31798124e-01, 4.99999989e-03, -2.86527374e-03, -9.35718715e-02, -2.47470066e-01
8.79999995e-01, 5.21874547e-01, 4.99999989e-03, -2.68762861e-03, -8.99725184e-02, -2.35341609e-01
8.79999995e-01, 5.11874557e-01, 4.99999989e-03, -2.49538478e-03, -8.63615870e-02, -2.23519564e-01
8.80054414e-01, 5.02018690e-01, 4.99999989e-03, -2.29382841e-03, -8.27763155e-02, -2.12040246e-01
8.80048215e-01, 4.92040336e-01, 4.99999989e-03, -2.08285102e-03, -7.92515278e-02, -2.00905725e-01
8.79999995e-01, 4.82027411e-01, 4.99999989e-03, -1.86693633e-03, -7.57777020e-02, -1.90102696e-01
8.79999995e-01, 4.72027421e-01, 4.99999989e-03, -1.64887542e-03, -7.23553002e-02, -1.79669350e-01
8.79999936e-01, 4.62103724e-01, 4.99999989e-03, -1.43085036e-03, -6.90002665e-02, -1.69620141e-01
8.79999697e-01, 4.42179650e-01, 4.99999989e-03, -9.94855189e-04, -6.25388846e-02, -1.50653303e-01
8.79999936e-01, 4.52103764e-01, 4.99999989e-03, -1.21154485e-03, -6.57257140e-02, -1.59947842e-01
8.79998744e-01, 4.22254026e-01, 4.99999989e-03, -5.65873575e-04, -5.64512089e-02, -1.33191586e-01
8.79999697e-01, 4.32179689e-01, 4.99999989e-03, -7.78378802e-04, -5.94457909e-02, -1.41735479e-01
8.79994929e-01, 4.02322114e-01, 4.99999989e-03, -1.47859842e-04, -5.07714301e-02, -1.17204562e-01
8.79998744e-01, 4.12254035e-01, 4.99999989e-03, -3.54614371e-04, -5.35589233e-02, -1.25016585e-01
8.79989326e-01, 3.82375240e-01, 4.99999989e-03, 2.57247855e-04, -4.55142297e-02, -1.02634870e-01
8.79994929e-01, 3.92322123e-01, 4.99999989e-03, 5.69352815e-05, -4.80896719e-02, -1.09746628e-01
8.79983544e-01, 3.62411201e-01, 4.99999989e-03, 6.48521527e-04, -4.06806357e-02, -8.94122124e-02
8.79989326e-01, 3.72375250e-01, 4.99999989e-03, 4.55050467e-04, -4.30448353e-02, -9.58598405e-02
8.79983544e-01, 3.52411211e-01, 4.99999989e-03, 8.39124492e-04, -3.84204015e-02, -8.32819492e-02
8.79977584e-01, 3.42429519e-01, 4.99999989e-03, 1.02585962e-03, -3.62619869e-02, -7.74587989e-02
8.79971445e-01, 3.22429806e-01, 4.99999989e-03, 1.38973759e-03, -3.22404318e-02, -6.66911975e-02
8.79977524e-01, 3.32429528e-01, 4.99999989e-03, 1.20950339e-03, -3.42030302e-02, -7.19320923e-02
8.79971445e-01, 3.12429816e-01, 4.99999989e-03, 1.56670948e-03, -3.03709619e-02, -6.17253184e-02
8.79965246e-01, 3.02411705e-01, 4.99999989e-03, 1.74080208e-03, -2.85907853e-02, -5.70238344e-02
8.79958928e-01, 2.82374859e-01, 4.99999989e-03, 2.07994296e-03, -2.52822898e-02, -4.83721048e-02
8.79965246e-01, 2.92411715e-01, 4.99999989e-03, 1.91153656e-03, -2.68960223e-02, -5.25761805e-02
8.79958928e-01, 2.72374839e-01, 4.99999989e-03, 2.24486389e-03, -2.37452500e-02, -4.44015376e-02
8.79952431e-01, 2.62318850e-01, 4.99999989e-03, 2.40800576e-03, -2.22801659e-02, -4.06547934e-02
8.79945874e-01, 2.42243379e-01, 4.99999989e-03, 2.72612483e-03, -1.95470545e-02, -3.37960646e-02
8.79952431e-01, 2.52318829e-01, 4.99999989e-03, 2.56768451e-03, -2.08824035e-02, -3.71225923e-02
8.79939198e-01, 2.22148076e-01, 4.99999989e-03, 3.03515606e-03, -1.70445442e-02, -2.77268402e-02
8.79945874e-01, 2.32243359e-01, 4.99999989e-03, 2.88102287e-03, -1.82693880e-02, -3.06668077e-02
8.79932344e-01, 2.02032596e-01, 4.99999989e-03, 3.33573413e-03, -1.47348419e-02, -2.23854240e-02
8.79939139e-01, 2.12148041e-01, 4.99999989e-03, 3.18566896e-03, -1.58678982e-02, -2.49687508e-02
8.79932344e-01, 1.92032576e-01, 4.99999989e-03, 3.48228076e-03, -1.36409244e-02, -1.99705232e-02
8.79925430e-01, 1.81896642e-01, 4.99999989e-03, 3.62840318e-03, -1.25827296e-02, -1.77147165e-02
8.79824996e-01, 1.61675826e-01, 4.99999989e-03, 3.91700631e-03, -1.05686970e-02, -1.36727663e-02
8.79881799e-01, 1.71770558e-01, 4.99999989e-03, 3.77267762e-03, -1.15588577e-02, -1.56157129e-02
8.79629076e-01, 1.51448607e-01, 4.99999989e-03, 4.06083791e-03, -9.60851461e-03, -1.18783005e-02
8.79438639e-01, 1.41227141e-01, 4.99999989e-03, 4.20263363e-03, -8.67423601e-03, -1.02283265e-02
8.79239559e-01, 1.31064266e-01, 4.99999989e-03, 4.34191991e-03, -7.76173966e-03, -8.71913880e-03
8.68742168e-01, 1.20571673e-01, 4.99999989e-03, 4.63974010e-03, -8.25407077e-03, -8.31018947e-03
8.58539879e-01, 1.20469123e-01, 4.99999989e-03, 4.79743350e-03, -9.77061875e-03, -9.25950147e-03
