
[Name]
symmetry 1

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ]
7.39989340e-01, 3.82375240e-01, 4.99999989e-03, -4.76519461e-04, -1.52971029e-01, -1.38581663e-01
7.39989340e-01, 3.72375250e-01, 4.99999989e-03, 2.14463682e-04, -1.46922454e-01, -1.31956115e-01
7.39983499e-01, 3.62411201e-01, 4.99999989e-03, 8.33270547e-04, -1.40932053e-01, -1.25428379e-01
7.39977539e-01, 3.42429519e-01, 4.99999989e-03, 1.88685011e-03, -1.29209191e-01, -1.12721182e-01
7.39983499e-01, 3.52411211e-01, 4.99999989e-03, 1.38996588e-03, -1.35021329e-01, -1.19014680e-01
7.39887834e-01, 3.22344720e-01, 4.99999989e-03, 2.72872415e-03, -1.17938124e-01, -1.00508377e-01
7.39977539e-01, 3.32429528e-01, 4.99999989e-03, 2.33202823e-03, -1.23511158e-01, -1.06552728e-01
7.39687145e-01, 3.02100807e-01, 4.99999989e-03, 3.39867617e-03, -1.07213013e-01, -8.88518393e-02
7.39792228e-01, 3.12215656e-01, 4.99999989e-03, 3.08371359e-03, -1.12501018e-01, -9.46012065e-02
7.28317618e-01, 2.60817736e-01, 4.99999989e-03, 4.28057136e-03, -9.24620628e-02, -6.68542460e-02
7.18158126e-01, 2.60555983e-01, 4.99999989e-03, 4.18118993e-03, -9.70851928e-02, -6.59088492e-02
7.08030462e-01, 2.60343611e-01, 4.99999989e-03, 4.05498827e-03, -1.01559490e-01, -6.46617189e-02
6.97893798e-01, 2.60121047e-01, 4.99999989e-03, 3.90359224e-03, -1.05877496e-01, -6.31214976e-02
6.77716494e-01, 2.59922981e-01, 4.99999989e-03, 3.52954748e-03, -1.14015609e-01, -5.92437163e-02
6.87809408e-01, 2.60006428e-01, 4.99999989e-03, 3.72798089e-03, -1.10031694e-01, -6.13069236e-02
6.57633305e-01, 2.59887695e-01, 4.99999989e-03, 3.07691237e-03, -1.21375993e-01, -5.44024482e-02
6.67681992e-01, 2.59909689e-01, 4.99999989e-03, 3.31138843e-03, -1.17807962e-01, -5.69418222e-02
6.37678742e-01, 2.60005385e-01, 4.99999989e-03, 2.56400369e-03, -1.27835765e-01, -4.87132221e-02
6.47633672e-01, 2.59887367e-01, 4.99999989e-03, 2.82676565e-03, -1.24719024e-01, -5.16542196e-02
6.17745817e-01, 2.60001153e-01, 4.99999989e-03, 2.01592594e-03, -1.33259177e-01, -4.22617346e-02
6.27678692e-01, 2.60005385e-01, 4.99999989e-03, 2.29198486e-03, -1.30684912e-01, -4.55748066e-02
5.97821474e-01, 2.59999990e-01, 4.99999989e-03, 1.44958694e-03, -1.37620166e-01, -3.52183655e-02
6.07745826e-01, 2.60001153e-01, 4.99999989e-03, 1.73298479e-03, -1.35572284e-01, -3.88027802e-02
5.77897906e-01, 2.59999990e-01, 4.99999989e-03, 8.81914690e-04, -1.40911549e-01, -2.77517941e-02
5.87821484e-01, 2.59999990e-01, 4.99999989e-03, 1.16373610e-03, -1.39400363e-01, -3.15280817e-02
5.57974398e-01, 2.59999990e-01, 4.99999989e-03, 3.29808827e-04, -1.43126950e-01, -2.00188458e-02
5.67897916e-01, 2.59999990e-01, 4.99999989e-03, 6.01920648e-04, -1.42153442e-01, -2.39090696e-02
5.38050830e-01, 2.59999990e-01, 4.99999989e-03, -1.92793785e-04, -1.44277632e-01, -1.21690258e-02
5.47974408e-01, 2.59999990e-01, 4.99999989e-03, 6.30368086e-05, -1.43834025e-01, -1.60996281e-02
5.18127263e-01, 2.59999990e-01, 4.99999989e-03, -6.74306531e-04, -1.44390240e-01, -4.34063375e-03
5.28050840e-01, 2.59999990e-01, 4.99999989e-03, -4.40234697e-04, -1.44461513e-01, -8.24403111e-03
4.98203725e-01, 2.59999990e-01, 4.99999989e-03, -1.10583601e-03, -1.43503904e-01, 3.34152719e-03
5.08127272e-01, 2.59999990e-01, 4.99999989e-03, -8.97569233e-04, -1.44069076e-01, -4.74066881e-04
4.78280187e-01, 2.59999990e-01, 4.99999989e-03, -1.48143759e-03, -1.41667858e-01, 1.07677076e-02
4.88203734e-01, 2.59999990e-01, 4.99999989e-03, -1.30162865e-03, -1.42701209e-01, 7.09285121e-03
4.58356649e-01, 2.59999990e-01, 4.99999989e-03, -1.79786736e-03, -1.38938934e-01, 1.78437941e-02
4.68280196e-01, 2.59999990e-01, 4.99999989e-03, -1.64777401e-03, -1.40411183e-01, 1.43547729e-02
4.48356628e-01, 2.59999990e-01, 4.99999989e-03, -1.93396281e-03, -1.37259036e-01, 2.12253965e-02
4.38433081e-01, 2.59999990e-01, 4.99999989e-03, -2.05413275e-03, -1.35379821e-01, 2.44912021e-02
4.18509543e-01, 2.59999990e-01, 4.99999989e-03, -2.25161691e-03, -1.31057322e-01, 3.06462422e-02
4.28433090e-01, 2.59999990e-01, 4.99999989e-03, -2.16044951e-03, -1.33309707e-01, 2.76336856e-02
4.08509552e-01, 2.59999990e-01, 4.99999989e-03, -2.32947827e-03, -1.28631428e-01, 3.35230380e-02
3.98586005e-01, 2.59999990e-01, 4.99999989e-03, -2.39337049e-03, -1.26040936e-01, 3.62590700e-02
3.78662437e-01, 2.59999990e-01, 4.99999989e-03, -2.48377607e-03, -1.20401844e-01, 4.12921868e-02
3.88585985e-01, 2.59999990e-01, 4.99999989e-03, -2.44483422e-03, -1.23294756e-01, 3.88500057e-02
3.58738899e-01, 2.59999990e-01, 4.99999989e-03, -2.52809655e-03, -1.14209674e-01, 4.57185470e-02
3.68662447e-01, 2.59999990e-01, 4.99999989e-03, -2.51139491e-03, -1.17371313e-01, 4.35825251e-02
3.38664740e-01, 2.59816140e-01, 4.99999989e-03, -2.52621435e-03, -1.07457347e-01, 4.94894311e-02
3.48738909e-01, 2.59999990e-01, 4.99999989e-03, -2.53298832e-03, -1.10898741e-01, 4.76898886e-02
3.18750024e-01, 2.59856015e-01, 4.99999989e-03, -2.49690888e-03, -1.00394771e-01, 5.26458472e-02
3.28699678e-01, 2.59789616e-01, 4.99999989e-03, -2.51346314e-03, -1.03948675e-01, 5.11372052e-02
2.99057394e-01, 2.59978890e-01, 4.99999989e-03, -2.44216295e-03, -9.30835903e-02, 5.51578403e-02
3.08891803e-01, 2.59999990e-01, 4.99999989e-03, -2.47422140e-03, -9.67811793e-02, 5.39946854e-02
2.79317200e-01, 2.59802729e-01, 4.99999989e-03, -2.35393480e-03, -8.54392573e-02, 5.69382273e-02
2.89199948e-01, 2.59894460e-01, 4.99999989e-03, -2.40128324e-03, -8.92988890e-02, 5.61361387e-02
2.69377440e-01, 2.59668231e-01, 4.99999989e-03, -2.30001658e-03, -8.15175101e-02, 5.75579740e-02
2.59819567e-01, 2.79104024e-01, 4.99999989e-03, -2.96848547e-03, -8.20114389e-02, 6.60245195e-02
2.59687632e-01, 2.69289196e-01, 4.99999989e-03, -2.58577685e-03, -7.98300207e-02, 6.19601682e-02
2.59955853e-01, 2.98907518e-01, 4.99999989e-03, -3.86038492e-03, -8.60786140e-02, 7.45138973e-02
2.59903193e-01, 2.88984656e-01, 4.99999989e-03, -3.39314388e-03, -8.40944946e-02, 7.02095255e-02
2.59999990e-01, 3.08813512e-01, 4.99999989e-03, -4.37095808e-03, -8.79615024e-02, 7.89227039e-02
2.59999990e-01, 3.18737060e-01, 4.99999989e-03, -4.92643844e-03, -8.97339135e-02, 8.34406614e-02
2.59999990e-01, 3.38660598e-01, 4.99999989e-03, -6.17978210e-03, -9.29329693e-02, 9.27740112e-02
2.59999990e-01, 3.28737050e-01, 4.99999989e-03, -5.53213758e-03, -9.13919508e-02, 8.80635083e-02
2.59999990e-01, 3.58584136e-01, 4.99999989e-03, -7.62447529e-03, -9.56397355e-02, 1.02437466e-01
2.59999990e-01, 3.48660588e-01, 4.99999989e-03, -6.88061351e-03, -9.43508297e-02, 9.75673497e-02
2.59999990e-01, 3.68584156e-01, 4.99999989e-03, -8.42350163e-03, -9.67937484e-02, 1.07378237e-01
2.59999990e-01, 3.78507704e-01, 4.99999989e-03, -9.26580466e-03, -9.78071839e-02, 1.12382658e-01
2.59999990e-01, 3.98431242e-01, 4.99999989e-03, -1.11059351e-02, -9.93903503e-02, 1.22552529e-01
2.59999990e-01, 3.88507694e-01, 4.99999989e-03, -1.01645477e-02, -9.86744687e-02, 1.17443457e-01
2.59999990e-01, 4.18354779e-01, 4.99999989e-03, -1.31433755e-02, -1.00348592e-01, 1.32880971e-01
2.59999990e-01, 4.08431232e-01, 4.99999989e-03, -1.21041499e-02, -9.99498963e-02, 1.27701446e-01
2.59999990e-01, 4.28354800e-01, 4.99999989e-03, -1.42387636e-02, -1.00582436e-01, 1.38081506e-01
2.59999990e-01, 4.38278347e-01, 4.99999989e-03, -1.53724123e-02, -1.00647941e-01, 1.43292755e-01
2.59999990e-01, 4.58201885e-01, 4.99999989e-03, -1.77828856e-02, -1.00263543e-01, 1.53703928e-01
2.59999990e-01, 4.48278338e-01, 4.99999989e-03, -1.65604055e-02, -1.00542322e-01, 1.48503989e-01
2.59999990e-01, 4.78125423e-01, 4.99999989e-03, -2.03592815e-02, -9.91820991e-02, 1.64022386e-01
2.59999990e-01, 4.68201876e-01, 4.99999989e-03, -1.90565363e-02, -9.98103172e-02, 1.58880830e-01
2.59999990e-01, 4.98048991e-01, 4.99999989e-03, -2.30807774e-02, -9.74028632e-02, 1.74148440e-01
2.59999990e-01, 4.88125443e-01, 4.99999989e-03, -2.17085965e-02, -9.83791798e-02, 1.69115961e-01
2.59999990e-01, 5.08049011e-01, 4.99999989e-03, -2.44936701e-02, -9.62554440e-02, 1.79106355e-01
2.60000020e-01, 5.17972589e-01, 4.99999989e-03, -2.59218812e-02, -9.49402452e-02, 1.83975920e-01
2.60000020e-01, 5.27972579e-01, 4.99999989e-03, -2.73834802e-02, -9.34616551e-02, 1.88743055e-01
2.60000080e-01, 5.37896276e-01, 4.99999989e-03, -2.88517475e-02, -9.18250680e-02, 1.93393424e-01
2.60000080e-01, 5.47896266e-01, 4.99999989e-03, -3.03447414e-02, -9.00369957e-02, 1.97912380e-01
2.60000318e-01, 5.57820320e-01, 4.99999989e-03, -3.18347737e-02, -8.81049410e-02, 2.02285230e-01
2.60001272e-01, 5.77745974e-01, 4.99999989e-03, -3.48311290e-02, -8.38441178e-02, 2.10532472e-01
2.60000318e-01, 5.67820311e-01, 4.99999989e-03, -3.33395936e-02, -8.60374942e-02, 2.06496924e-01
2.60005057e-01, 5.97677886e-01, 4.99999989e-03, -3.77977006e-02, -7.91218728e-02, 2.18014181e-01
2.60001272e-01, 5.87745965e-01, 4.99999989e-03, -3.63262147e-02, -8.15351903e-02, 2.14376643e-01
2.60005057e-01, 6.07677877e-01, 4.99999989e-03, -3.92597206e-02, -7.66154677e-02, 2.21429586e-01
2.60010660e-01, 6.17624760e-01, 4.99999989e-03, -4.06884365e-02, -7.40283653e-02, 2.24607229e-01
2.60010660e-01, 6.27624750e-01, 4.99999989e-03, -4.20926549e-02, -7.13731945e-02, 2.27530345e-01
2.60016471e-01, 6.37588799e-01, 4.99999989e-03, -4.34534699e-02, -6.86629415e-02, 2.30182648e-01
2.60022432e-01, 6.57570481e-01, 4.99999989e-03, -4.60396819e-02, -6.31274953e-02, 2.34604970e-01
2.60016471e-01, 6.47588789e-01, 4.99999989e-03, -4.47739027e-02, -6.59104660e-02, 2.32546523e-01
2.60097474e-01, 6.77646339e-01, 4.99999989e-03, -4.84073348e-02, -5.75029999e-02, 2.37727746e-01
2.60022432e-01, 6.67570472e-01, 4.99999989e-03, -4.72530387e-02, -6.03236109e-02, 2.36339211e-01
2.60268629e-01, 6.97844207e-01, 4.99999989e-03, -5.05080670e-02, -5.18305078e-02, 2.39361897e-01
2.60182947e-01, 6.87756658e-01, 4.99999989e-03, -4.94981483e-02, -5.46707697e-02, 2.38744602e-01
3.42409521e-01, 7.49983490e-01, 4.99999989e-03, -6.02053255e-02, -1.54992826e-02, 2.05326095e-01
3.52391183e-01, 7.50000238e-01, 4.99999989e-03, -6.13904633e-02, -1.24924593e-02, 2.00956017e-01
3.32409501e-01, 7.49983490e-01, 4.99999989e-03, -5.91092072e-02, -1.84757542e-02, 2.09561437e-01
3.62389863e-01, 7.50001669e-01, 4.99999989e-03, -6.26558587e-02, -9.47424769e-03, 1.96446165e-01
2.61215985e-01, 7.38775611e-01, 4.99999989e-03, -5.36440723e-02, -4.01666164e-02, 2.37203628e-01
7.38585472e-01, 2.61160612e-01, 4.99999989e-03, 4.35176585e-03, -8.76896903e-02, -6.74766079e-02
7.40536153e-01, 7.40542054e-01, 4.99999989e-03, -6.55466989e-02, -5.95290512e-02, -2.03803450e-01
2.59461343e-01, 2.59455681e-01, 4.99999989e-03, -2.24112626e-03, -7.75684193e-02, 5.80012165e-02
2.71687686e-01, 7.49406040e-01, 4.99999989e-03, -5.45530356e-02, -3.47961150e-02, 2.32152939e-01
2.81865686e-01, 7.49657869e-01, 4.99999989e-03, -5.50573058e-02, -3.23448703e-02, 2.28754729e-01
2.92038709e-01, 7.49900997e-01, 4.99999989e-03, -5.56663945e-02, -2.97428612e-02, 2.25186154e-01
3.02155256e-01, 7.49929786e-01, 4.99999989e-03, -5.63764870e-02, -2.70479005e-02, 2.21482232e-01
3.22320908e-01, 7.49926031e-01, 4.99999989e-03, -5.80995120e-02, -2.14126706e-02, 2.13671476e-01
3.12247962e-01, 7.49914110e-01, 4.99999989e-03, -5.71881197e-02, -2.42761299e-02, 2.17647836e-01
3.82254183e-01, 7.49998868e-01, 4.99999989e-03, -6.53874278e-02, -3.51196853e-03, 1.87041402e-01
3.72389644e-01, 7.50001907e-01, 4.99999989e-03, -6.39968514e-02, -6.47708820e-03, 1.91811219e-01
3.92254174e-01, 7.49998868e-01, 4.99999989e-03, -6.68594763e-02, -5.78125240e-04, 1.82106972e-01
4.02178526e-01, 7.50000000e-01, 4.99999989e-03, -6.83738887e-02, 2.30822898e-03, 1.77000076e-01
4.12178516e-01, 7.50000000e-01, 4.99999989e-03, -6.99453652e-02, 5.12436451e-03, 1.71718955e-01
4.22102064e-01, 7.50000000e-01, 4.99999989e-03, -7.15414062e-02, 7.85436016e-03, 1.66253746e-01
4.42025632e-01, 7.50000000e-01, 4.99999989e-03, -7.48181343e-02, 1.29930647e-02, 1.54726788e-01
4.32102084e-01, 7.50000000e-01, 4.99999989e-03, -7.31772780e-02, 1.04825255e-02, 1.60593480e-01
4.61949170e-01, 7.50000000e-01, 4.99999989e-03, -7.81229660e-02, 1.75981130e-02, 1.42325073e-01
4.52025622e-01, 7.50000000e-01, 4.99999989e-03, -7.64788836e-02, 1.53701277e-02, 1.48641512e-01
4.71949160e-01, 7.50000000e-01, 4.99999989e-03, -7.97641128e-02, 1.96611751e-02, 1.35764152e-01
4.81872708e-01, 7.50000000e-01, 4.99999989e-03, -8.13651532e-02, 2.15438716e-02, 1.28945127e-01
4.91872728e-01, 7.50000000e-01, 4.99999989e-03, -8.29383135e-02, 2.32302938e-02, 1.21853665e-01
5.01796246e-01, 7.50000000e-01, 4.99999989e-03, -8.44463035e-02, 2.47050934e-02, 1.14475161e-01
5.21719813e-01, 7.50000000e-01, 4.99999989e-03, -8.72593299e-02, 2.69563980e-02, 9.87954736e-02
5.11796236e-01, 7.50000000e-01, 4.99999989e-03, -8.58987495e-02, 2.59522237e-02, 1.06794298e-01
5.41643381e-01, 7.50000000e-01, 4.99999989e-03, -8.96896049e-02, 2.81721074e-02, 8.17782804e-02
5.31719804e-01, 7.50000000e-01, 4.99999989e-03, -8.85344818e-02, 2.77014263e-02, 9.04623568e-02
5.61566889e-01, 7.50000000e-01, 4.99999989e-03, -9.16153565e-02, 2.82264631e-02, 6.32871091e-02
5.51643372e-01, 7.50000000e-01, 4.99999989e-03, -9.07271504e-02, 2.83521283e-02, 7.27258250e-02
5.81490457e-01, 7.50000000e-01, 4.99999989e-03, -9.29092988e-02, 2.69943550e-02, 4.31756377e-02
5.71566880e-01, 7.50000000e-01, 4.99999989e-03, -9.23519433e-02, 2.77787093e-02, 5.34433946e-02
6.01414025e-01, 7.50000000e-01, 4.99999989e-03, -9.34423059e-02, 2.43533012e-02, 2.12883800e-02
5.91490448e-01, 7.50000000e-01, 4.99999989e-03, -9.32803452e-02, 2.58573927e-02, 3.24643999e-02
6.21337533e-01, 7.50000000e-01, 4.99999989e-03, -9.30761844e-02, 2.01843381e-02, -2.54972349e-03
6.11414015e-01, 7.50000000e-01, 4.99999989e-03, -9.33789909e-02, 2.24666875e-02, 9.62412264e-03
6.31337523e-01, 7.50000000e-01, 4.99999989e-03, -9.25136134e-02, 1.74916461e-02, -1.52556477e-02
6.41261101e-01, 7.50000000e-01, 4.99999989e-03, -9.16843191e-02, 1.43759102e-02, -2.85183862e-02
6.61357164e-01, 7.50127077e-01, 4.99999989e-03, -8.91168118e-02, 7.01724738e-03, -5.69097288e-02
6.51261091e-01, 7.50000000e-01, 4.99999989e-03, -9.05575380e-02, 1.08788423e-02, -4.24000323e-02
6.81226730e-01, 7.50129282e-01, 4.99999989e-03, -8.52909982e-02, -2.33188691e-03, -8.77477527e-02
6.71280861e-01, 7.50156581e-01, 4.99999989e-03, -8.73720348e-02, 2.65020155e-03, -7.20131248e-02
7.01031744e-01, 7.50000000e-01, 4.99999989e-03, -8.01202580e-02, -1.36183482e-02, -1.21217139e-01
6.91108167e-01, 7.50000000e-01, 4.99999989e-03, -8.28875452e-02, -7.81340431e-03, -1.04142398e-01
7.20880151e-01, 7.50113904e-01, 4.99999989e-03, -7.34999180e-02, -2.63002384e-02, -1.57545894e-01
7.10942090e-01, 7.50064194e-01, 4.99999989e-03, -7.69930109e-02, -1.97571851e-02, -1.39014751e-01
2.61445016e-01, 7.49068856e-01, 4.99999989e-03, -5.41538484e-02, -3.70502472e-02, 2.35346884e-01
7.17956662e-01, 2.50327170e-01, 4.99999989e-03, 4.38951841e-03, -9.22196060e-02, -6.12627007e-02
7.28128612e-01, 2.50580668e-01, 4.99999989e-03, 4.47357493e-03, -8.77530128e-02, -6.20692559e-02
7.38349020e-01, 2.50842154e-01, 4.99999989e-03, 4.53102356e-03, -8.31629708e-02, -6.25830740e-02
7.50062287e-01, 7.20995367e-01, 4.99999989e-03, -6.06374294e-02, -1.01119876e-01, -2.37917110e-01
7.50208497e-01, 7.30824888e-01, 4.99999989e-03, -6.10415600e-02, -8.43494907e-02, -2.31507868e-01
7.50354171e-01, 7.40670204e-01, 4.99999989e-03, -6.11121207e-02, -6.65274411e-02, -2.24650353e-01
7.30760276e-01, 7.50130534e-01, 4.99999989e-03, -6.96488842e-02, -3.31673287e-02, -1.76788181e-01
7.40682960e-01, 7.50331640e-01, 4.99999989e-03, -6.54136539e-02, -4.02844436e-02, -1.96731299e-01
7.50000000e-01, 7.11110055e-01, 4.99999989e-03, -5.98975755e-02, -1.16850249e-01, -2.43881866e-01
7.49998748e-01, 7.01213717e-01, 4.99999989e-03, -5.88449351e-02, -1.31554022e-01, -2.49377519e-01
7.50000000e-01, 6.81262970e-01, 4.99999989e-03, -5.59278242e-02, -1.57772779e-01, -2.58608341e-01
7.50000000e-01, 6.91224635e-01, 4.99999989e-03, -5.75106367e-02, -1.45206690e-01, -2.54305363e-01
7.50000000e-01, 6.61339402e-01, 4.99999989e-03, -5.21383137e-02, -1.79550037e-01, -2.65219480e-01
7.50000000e-01, 6.71262920e-01, 4.99999989e-03, -5.41223623e-02, -1.69223711e-01, -2.62259662e-01
7.50000000e-01, 6.51339412e-01, 4.99999989e-03, -4.99727614e-02, -1.88769877e-01, -2.67476976e-01
7.50000000e-01, 6.41415834e-01, 4.99999989e-03, -4.76878285e-02, -1.96892768e-01, -2.69029200e-01
7.50000000e-01, 6.31415844e-01, 4.99999989e-03, -4.52758856e-02, -2.03933343e-01, -2.69874930e-01
7.50000000e-01, 6.21492326e-01, 4.99999989e-03, -4.28016521e-02, -2.09910363e-01, -2.70019591e-01
7.50000000e-01, 6.01568758e-01, 4.99999989e-03, -3.76910158e-02, -2.18774498e-01, -2.68253028e-01
7.50000000e-01, 6.11492276e-01, 4.99999989e-03, -4.02525477e-02, -2.14848042e-01, -2.69473553e-01
7.50000000e-01, 5.81645191e-01, 4.99999989e-03, -3.25550325e-02, -2.23730370e-01, -2.63878584e-01
7.50000000e-01, 5.91568768e-01, 4.99999989e-03, -3.51033024e-02, -2.21722126e-01, -2.66379446e-01
7.50000000e-01, 5.61721683e-01, 4.99999989e-03, -2.75592562e-02, -2.25109652e-01, -2.57119238e-01
7.50000000e-01, 5.71645200e-01, 4.99999989e-03, -3.00224125e-02, -2.24844396e-01, -2.60780811e-01
7.50000000e-01, 5.41798115e-01, 4.99999989e-03, -2.28312407e-02, -2.23294571e-01, -2.48255387e-01
7.50000000e-01, 5.51721632e-01, 4.99999989e-03, -2.51454115e-02, -2.24575400e-01, -2.52931088e-01
7.50000000e-01, 5.21874547e-01, 4.99999989e-03, -1.84698030e-02, -2.18715876e-01, -2.37609297e-01
7.50000000e-01, 5.31798124e-01, 4.99999989e-03, -2.05918234e-02, -2.21322507e-01, -2.43133932e-01
7.50000000e-01, 5.11874557e-01, 4.99999989e-03, -1.64377466e-02, -2.15536714e-01, -2.31738508e-01
7.50013828e-01, 5.02018750e-01, 4.99999989e-03, -1.45463962e-02, -2.11844891e-01, -2.25565329e-01
7.50000000e-01, 4.82027441e-01, 4.99999989e-03, -1.10533265e-02, -2.03104481e-01, -2.12364331e-01
7.50011384e-01, 4.92023170e-01, 4.99999989e-03, -1.27424821e-02, -2.07683176e-01, -2.19093919e-01
7.49999940e-01, 4.62103754e-01, 4.99999989e-03, -8.03179480e-03, -1.92967683e-01, -1.98423415e-01
7.50000000e-01, 4.72027421e-01, 4.99999989e-03, -9.47994832e-03, -1.98180959e-01, -2.05460817e-01
7.49999940e-01, 4.52103764e-01, 4.99999989e-03, -6.68355450e-03, -1.87509477e-01, -1.91276044e-01
7.49999702e-01, 4.42179680e-01, 4.99999989e-03, -5.45214489e-03, -1.81854889e-01, -1.84054777e-01
7.49999702e-01, 4.32179689e-01, 4.99999989e-03, -4.31449804e-03, -1.76049501e-01, -1.76793784e-01
7.49998748e-01, 4.22254026e-01, 4.99999989e-03, -3.28271044e-03, -1.70135677e-01, -1.69524044e-01
7.49998748e-01, 4.12254035e-01, 4.99999989e-03, -2.33630952e-03, -1.64152265e-01, -1.62274107e-01
7.49994934e-01, 4.02322114e-01, 4.99999989e-03, -1.48316787e-03, -1.58135206e-01, -1.55070022e-01
7.49989331e-01, 3.82375240e-01, 4.99999989e-03, -8.25698044e-06, -1.46121994e-01, -1.40889466e-01
7.49994934e-01, 3.92322123e-01, 4.99999989e-03, -7.05911545e-04, -1.52115375e-01, -1.47934794e-01
7.49989331e-01, 3.72375250e-01, 4.99999989e-03, 6.22835651e-04, -1.40180215e-01, -1.33953273e-01
7.49983549e-01, 3.62411201e-01, 4.99999989e-03, 1.18739461e-03, -1.34312823e-01, -1.27142504e-01
7.49977529e-01, 3.42429519e-01, 4.99999989e-03, 2.14743149e-03, -1.22875847e-01, -1.13953575e-01
7.49983549e-01, 3.52411211e-01, 4.99999989e-03, 1.69475179e-03, -1.28539130e-01, -1.20471917e-01
7.49971449e-01, 3.22429806e-01, 4.99999989e-03, 2.91261985e-03, -1.11933596e-01, -1.01386636e-01
7.49977529e-01, 3.32429528e-01, 4.99999989e-03, 2.55191699e-03, -1.17336996e-01, -1.07593030e-01
7.49780595e-01, 3.02212328e-01, 4.99999989e-03, 3.52245243e-03, -1.01563618e-01, -8.94544795e-02
7.49881923e-01, 3.12329590e-01, 4.99999989e-03, 3.23506771e-03, -1.06672943e-01, -9.53378007e-02
7.49645174e-01, 2.92046338e-01, 4.99999989e-03, 3.77856591e-03, -9.66176242e-02, -8.37465525e-02
7.49465883e-01, 2.81890273e-01, 4.99999989e-03, 4.00613528e-03, -9.18443277e-02, -7.82253966e-02
7.49207497e-01, 2.71702826e-01, 4.99999989e-03, 4.21020156e-03, -8.72374848e-02, -7.28928596e-02
7.48972237e-01, 2.61475891e-01, 4.99999989e-03, 4.39378340e-03, -8.27804655e-02, -6.77443296e-02
6.97773755e-01, 2.49991789e-01, 4.99999989e-03, 4.14528744e-03, -1.00742564e-01, -5.88131174e-02
7.07846820e-01, 2.50133842e-01, 4.99999989e-03, 4.27954737e-03, -9.65518802e-02, -6.01743944e-02
6.77624881e-01, 2.49814928e-01, 4.99999989e-03, 3.80719989e-03, -1.08680382e-01, -5.53573966e-02
6.87663257e-01, 2.49841169e-01, 4.99999989e-03, 3.98772303e-03, -1.04786322e-01, -5.72001785e-02
6.57632947e-01, 2.49888018e-01, 4.99999989e-03, 3.39078228e-03, -1.15896061e-01, -5.09790145e-02
6.67587876e-01, 2.49887481e-01, 4.99999989e-03, 3.60648567e-03, -1.12398125e-01, -5.32852225e-02
6.37678742e-01, 2.50005394e-01, 4.99999989e-03, 2.91455211e-03, -1.22255534e-01, -4.57626097e-02
6.47633672e-01, 2.49887362e-01, 4.99999989e-03, 3.15904105e-03, -1.19180590e-01, -4.84648906e-02
6.17745817e-01, 2.50001162e-01, 4.99999989e-03, 2.40012212e-03, -1.27637252e-01, -3.98112386e-02
6.27678692e-01, 2.50005394e-01, 4.99999989e-03, 2.65988195e-03, -1.25077069e-01, -4.28709835e-02
5.97821474e-01, 2.50000000e-01, 4.99999989e-03, 1.86369789e-03, -1.32007197e-01, -3.32880914e-02
6.07745826e-01, 2.50001162e-01, 4.99999989e-03, 2.13274336e-03, -1.29948825e-01, -3.66105922e-02
5.77897906e-01, 2.50000000e-01, 4.99999989e-03, 1.32148562e-03, -1.35352865e-01, -2.63512246e-02
5.87821484e-01, 2.50000000e-01, 4.99999989e-03, 1.59118534e-03, -1.33809239e-01, -2.98620984e-02
5.57974398e-01, 2.50000000e-01, 4.99999989e-03, 7.89746875e-04, -1.37661994e-01, -1.91479120e-02
5.67897916e-01, 2.50000000e-01, 4.99999989e-03, 1.05239591e-03, -1.36637032e-01, -2.27738712e-02
5.38050830e-01, 2.50000000e-01, 4.99999989e-03, 2.82084628e-04, -1.38940111e-01, -1.18193747e-02
5.47974408e-01, 2.50000000e-01, 4.99999989e-03, 5.31156373e-04, -1.38428941e-01, -1.54908448e-02
5.18127263e-01, 2.50000000e-01, 4.99999989e-03, -1.89949758e-04, -1.39208093e-01, -4.49692691e-03
5.28050840e-01, 2.50000000e-01, 4.99999989e-03, 4.00843091e-05, -1.39198527e-01, -8.14965740e-03
4.98203725e-01, 2.50000000e-01, 4.99999989e-03, -6.17376878e-04, -1.38499722e-01, 2.70038028e-03
5.08127272e-01, 2.50000000e-01, 4.99999989e-03, -4.10499575e-04, -1.38973415e-01, -8.75734549e-04
4.78280187e-01, 2.50000000e-01, 4.99999989e-03, -9.93888825e-04, -1.36859208e-01, 9.66735650e-03
4.88203734e-01, 2.50000000e-01, 4.99999989e-03, -8.13027378e-04, -1.37792870e-01, 6.21865410e-03
4.58356649e-01, 2.50000000e-01, 4.99999989e-03, -1.31574762e-03, -1.34339109e-01, 1.63134020e-02
4.68280196e-01, 2.50000000e-01, 4.99999989e-03, -1.16242014e-03, -1.35705546e-01, 1.30355721e-02
4.38433081e-01, 2.50000000e-01, 4.99999989e-03, -1.58138992e-03, -1.30998358e-01, 2.25625485e-02
4.48356628e-01, 2.50000000e-01, 4.99999989e-03, -1.45609316e-03, -1.32767424e-01, 1.94917675e-02
4.18509543e-01, 2.50000000e-01, 4.99999989e-03, -1.79158035e-03, -1.26900673e-01, 2.83529628e-02
4.28433090e-01, 2.50000000e-01, 4.99999989e-03, -1.69370731e-03, -1.29040003e-01, 2.55184248e-02
