trajectory,frame,velocity_x,velocity_y,x,y
439,83,9,-5,1190,1289
439,84,-2,3,1188,1292
439,85,4,-8,1192,1284
440,88,7,-7,1229,1382
440,89,4,-2,1233,1380
440,90,4,-14,1237,1366
440,91,4,-8,1241,1358
441,88,1,80,678,1074
441,89,-1,72,677,1146
441,90,0,66,677,1212
441,91,28,41,705,1253
443,86,5,5,589,1489
443,87,1,12,590,1501
443,88,10,7,600,1508
443,89,-3,1,597,1509
443,90,5,4,602,1513
443,91,2,12,604,1525
443,92,4,4,608,1529
443,93,2,5,610,1534
443,94,6,8,616,1542
443,95,8,6,624,1548
443,96,2,9,626,1557
444,93,6,3,612,1536
444,94,5,5,617,1541
444,95,5,7,622,1548
444,96,4,9,626,1557
444,97,0,40,626,1597
445,91,8,1,646,1609
445,92,3,9,649,1618
445,93,3,-1,652,1617
445,94,5,12,657,1629
445,95,8,0,665,1629
445,96,3,4,668,1633
445,97,5,7,673,1640
445,98,8,2,681,1642
446,98,6,11,776,1565
446,99,16,9,792,1574
446,100,14,8,806,1582
446,101,18,4,824,1586
446,102,20,4,844,1590
446,103,10,3,854,1593
446,104,26,5,880,1598
446,105,28,6,908,1604
447,94,8,-9,1081,1532
447,95,11,-2,1092,1530
447,96,6,-8,1098,1522
447,97,8,-8,1106,1514
447,98,7,-8,1113,1506
447,99,8,-9,1121,1497
447,100,13,-21,1134,1476
448,91,7,-9,1229,1392
448,92,3,-10,1232,1382
448,93,9,-9,1241,1373
448,94,7,-9,1248,1364
448,95,9,-19,1257,1345
448,96,1,-7,1258,1338
448,97,2,-6,1260,1332
448,98,6,-18,1266,1314
449,75,3,-2,1220,1366
449,76,2,-1,1222,1365
449,77,6,-11,1228,1354
449,78,4,-1,1232,1353
449,79,4,-5,1236,1348
449,80,5,-7,1241,1341
449,81,1,0,1242,1341
449,82,4,-4,1246,1337
449,83,2,-9,1248,1328
449,84,4,-3,1252,1325
449,85,6,-8,1258,1317
449,86,6,-4,1264,1313
449,87,6,-8,1270,1305
449,88,4,-9,1274,1296
449,89,3,-8,1277,1288
449,90,7,-10,1284,1278
449,91,2,-12,1286,1266
449,92,6,-9,1292,1257
449,93,4,-12,1296,1245
449,94,4,-12,1300,1233
449,95,4,-12,1304,1221
449,96,2,-16,1306,1205
449,97,0,-11,1306,1194
449,98,6,-14,1312,1180
449,99,2,-18,1314,1162
449,100,4,-16,1318,1146
449,101,4,-13,1322,1133
449,102,4,-19,1326,1114
449,103,2,-14,1328,1100
449,104,4,-23,1332,1077
449,105,-7,-12,1325,1065
449,106,3,-20,1328,1045
450,98,-4,-11,1054,1046
450,99,-6,-9,1048,1037
450,100,-6,-23,1042,1014
450,101,-9,-22,1033,992
451,95,11,-8,1084,1248
451,96,13,-15,1097,1233
451,97,8,-12,1105,1221
451,98,3,-19,1108,1202
451,99,5,-9,1113,1193
451,100,5,-15,1118,1178
451,101,4,-13,1122,1165
451,102,3,-15,1125,1150
451,103,5,-13,1130,1137
452,88,-1,-12,1317,522
452,89,-1,-17,1316,505
452,90,-3,-16,1313,489
452,91,0,-13,1313,476
452,92,3,-15,1316,461
452,93,-3,-19,1313,442
452,94,-1,-20,1312,422
452,95,-3,-6,1309,416
452,96,-1,-18,1308,398
452,97,-8,-12,1300,386
452,98,-4,-18,1296,368
453,91,1,14,522,1378
453,92,2,14,524,1392
453,93,-6,20,518,1412
453,94,-2,14,516,1426
453,95,0,8,516,1434
454,92,-2,17,950,722
454,93,-1,11,949,733
454,94,4,1,953,734
454,95,4,2,957,736
454,96,0,1,957,737
454,97,5,-21,962,716
454,98,8,-8,970,708
455,94,-2,-24,1116,410
455,95,-11,-20,1105,390
455,96,-7,-18,1098,372
455,97,-12,-15,1086,357
455,98,-16,-12,1070,345
456,93,0,-20,1228,400
456,94,-7,-15,1221,385
456,95,-7,-19,1214,366
457,96,-11,19,421,593
458,96,10,0,400,918
458,97,9,3,409,921
458,98,3,0,412,921
458,99,0,4,412,925
459,94,-1,10,545,1406
459,95,-3,20,542,1426
460,92,-12,-4,946,468
460,93,-2,-6,944,462
460,94,-11,-6,933,456
460,95,-8,-10,925,446
460,96,-5,-5,920,441
460,97,-11,-4,909,437
460,98,-16,-5,893,432
461,97,10,39,864,1224
462,95,9,-12,1173,1029
462,96,3,-13,1176,1016
462,97,4,-19,1180,997
463,97,-4,-17,1097,868
463,98,-1,-6,1096,862
463,99,-4,-20,1092,842
464,99,-5,-5,884,441
464,100,-14,-4,870,437
464,101,-9,-1,861,436
466,97,0,56,802,1273
466,98,-16,45,786,1318
466,99,-4,31,782,1349
466,100,-16,36,766,1385
466,101,-13,24,753,1409
466,102,-8,29,745,1438
466,103,-1,27,744,1465
466,104,8,28,752,1493
466,105,18,25,770,1518
466,106,23,16,793,1534
466,107,27,18,820,1552
466,108,22,18,842,1570
466,109,26,6,868,1576
466,110,20,17,888,1593
466,111,22,3,910,1596
466,112,20,1,930,1597
466,113,24,-1,954,1596
466,114,26,-3,980,1593
466,115,18,-3,998,1590
466,116,23,-2,1021,1588
466,117,25,-3,1046,1585
466,118,23,-9,1069,1576
466,119,28,-11,1097,1565
466,120,19,-21,1116,1544
466,121,20,-18,1136,1526
466,122,17,-20,1153,1506
466,123,13,-17,1166,1489
466,124,11,-20,1177,1469
466,125,15,-29,1192,1440
466,126,4,-20,1196,1420
466,127,8,-22,1204,1398
466,128,9,-22,1213,1376
466,129,7,-20,1220,1356
466,130,10,-20,1230,1336
466,131,4,-20,1234,1316
466,132,10,-31,1244,1285
466,133,4,-16,1248,1269
466,134,4,-15,1252,1254
466,135,5,-18,1257,1236
466,136,9,-31,1266,1205
466,137,6,-15,1272,1190
466,138,6,-38,1278,1152
466,139,0,4,1278,1156
466,140,2,-11,1280,1145
466,141,2,-28,1282,1117
466,142,2,-20,1284,1097
466,143,0,-9,1284,1088
466,144,-4,-8,1280,1080
466,145,2,-14,1282,1066
466,146,-4,-17,1278,1049
466,147,-2,-23,1276,1026
466,148,-2,-5,1274,1021
466,149,-9,-21,1265,1000
466,150,1,-11,1266,989
466,151,-4,-11,1262,978
466,152,-2,-14,1260,964
466,153,-3,-18,1257,946
466,154,0,-21,1257,925
466,155,0,-11,1257,914
466,156,-3,-14,1254,900
466,157,2,-10,1256,890
466,158,-4,-20,1252,870
466,159,5,-18,1257,852
466,160,1,-15,1258,837
466,161,-2,-12,1256,825
466,162,1,-17,1257,808
466,163,1,-19,1258,789
466,164,3,-15,1261,774
466,165,1,-8,1262,766
466,166,3,-22,1265,744
466,167,4,-15,1269,729
466,168,-1,-21,1268,708
466,169,0,-11,1268,697
466,170,2,-32,1270,665
466,171,7,-23,1277,642
466,172,4,-17,1281,625
466,173,5,-31,1286,594
466,174,7,-22,1293,572
467,99,-6,10,580,1516
467,100,-2,0,578,1516
467,101,0,9,578,1525
468,99,3,-2,541,1448
468,100,-9,10,532,1458
468,101,-6,0,526,1458
469,96,7,4,672,1633
469,97,9,1,681,1634
469,98,5,-2,686,1632
470,96,9,4,837,1654
470,97,8,-1,845,1653
470,98,16,0,861,1653
471,80,4,-15,1252,822
471,81,4,-13,1256,809
471,82,8,-15,1264,794
471,83,1,-16,1265,778
471,84,5,-16,1270,762
471,85,7,-16,1277,746
471,86,5,-13,1282,733
471,87,4,-20,1286,713
471,88,4,-17,1290,696
471,89,2,-22,1292,674
471,90,2,-20,1294,654
471,91,10,-16,1304,638
471,92,0,-24,1304,614
471,93,5,-20,1309,594
471,94,-5,-20,1304,574
471,95,0,-24,1304,550
471,96,0,-22,1304,528
471,97,-2,-22,1302,506
472,98,4,-13,1362,424
472,99,0,-24,1362,400
472,100,-2,-10,1360,390
472,101,-3,-16,1357,374
473,97,-8,23,610,1273
473,98,-10,31,600,1304
473,99,-8,25,592,1329
473,100,-3,37,589,1366
474,100,-1,-17,1273,608
474,101,-1,-27,1272,581
474,102,-2,-25,1270,556
474,103,-1,-24,1269,532
474,104,-5,-27,1264,505
475,100,8,-16,1072,1274
475,101,4,-12,1076,1262
475,102,5,-17,1081,1245
475,103,1,-15,1082,1230
475,104,4,-18,1086,1212
475,105,2,-16,1088,1196
475,106,0,-12,1088,1184
475,107,-4,-16,1084,1168
476,90,5,-14,1245,1114
476,91,8,-14,1253,1100
476,92,4,-14,1257,1086
476,93,5,-14,1262,1072
476,94,2,-16,1264,1056
476,95,4,-18,1268,1038
476,96,9,-17,1277,1021
476,97,7,-16,1284,1005
476,98,1,-16,1285,989
476,99,4,-20,1289,969
476,100,3,-21,1292,948
476,101,2,-16,1294,932
476,102,6,-19,1300,913
476,103,6,-15,1306,898
476,104,3,-17,1309,881
476,105,1,-20,1310,861
476,106,3,-16,1313,845
476,107,3,-20,1316,825
476,108,2,-19,1318,806
476,109,2,-12,1320,794
476,110,6,-17,1326,777
476,111,2,-13,1328,764
477,101,9,51,682,1452
478,101,12,-15,1006,1377
478,102,7,-11,1013,1366
478,103,4,-10,1017,1356
478,104,8,-14,1025,1342
479,101,10,-13,1028,1273
479,102,9,-12,1037,1261
480,101,8,-21,1174,948
481,99,5,-19,1322,802
481,100,10,-25,1332,777
481,101,2,-15,1334,762
481,102,3,-26,1337,736
481,103,4,-19,1341,717
482,97,0,-12,1098,873
482,98,-2,-13,1096,860
482,99,-3,-11,1093,849
483,100,5,-18,1077,1230
483,101,3,-9,1080,1221
483,102,6,-20,1086,1201
483,103,0,-11,1086,1190
484,101,2,-14,1302,1266
484,102,4,-12,1306,1254
484,103,4,-8,1310,1246
484,104,3,-20,1313,1226
484,105,0,-5,1313,1221
486,97,1,7,558,1536
486,98,6,4,564,1540
486,99,4,8,568,1548
486,100,2,9,570,1557
488,103,2,1,670,1609
488,104,2,4,672,1613
488,105,5,1,677,1614
489,102,0,4,554,1538
489,103,2,2,556,1540
489,104,2,2,558,1542
490,100,3,1,636,1650
490,101,1,7,637,1657
490,102,3,1,640,1658
490,103,2,7,642,1665
492,97,7,-8,1213,1460
492,98,4,-6,1217,1454
492,99,5,-9,1222,1445
492,100,6,-4,1228,1441
492,101,6,-12,1234,1429
492,102,3,-8,1237,1421
492,103,5,-9,1242,1412
492,104,7,-11,1249,1401
492,105,3,-8,1252,1393
492,106,8,-8,1260,1385
495,102,1,-7,1190,878
495,103,2,-6,1192,872
495,104,-3,-15,1189,857
495,105,-1,-11,1188,846
495,106,1,-29,1189,817
495,107,-1,-16,1188,801
496,104,1,-18,1153,1218
496,105,1,-14,1154,1204
496,106,2,-18,1156,1186
496,107,2,-14,1158,1172
496,108,2,-12,1160,1160
496,109,-3,-19,1157,1141
496,110,5,-17,1162,1124
496,111,-2,-19,1160,1105
496,112,1,-15,1161,1090
496,113,0,-12,1161,1078
496,114,0,-21,1161,1057
496,115,-3,-11,1158,1046
497,101,6,-11,1008,1366
497,102,8,-10,1016,1356
497,103,8,-15,1024,1341
497,104,5,-16,1029,1325
497,105,7,-13,1036,1312
497,106,4,-14,1040,1298
499,102,17,-14,957,1498
499,103,11,-13,968,1485
499,104,13,-12,981,1473
499,105,8,-19,989,1454
499,106,4,-16,993,1438
499,107,4,-14,997,1424
499,108,4,-18,1001,1406
499,109,1,-12,1002,1394
499,110,-5,-13,997,1381
499,111,7,-12,1004,1369
499,112,-2,-17,1002,1352
499,113,-1,-4,1001,1348
499,114,-1,-14,1000,1334
499,115,-4,-12,996,1322
499,116,-7,-8,989,1314
501,100,-2,-26,1314,582
501,101,2,-25,1316,557
501,102,-2,-29,1314,528
503,102,3,24,641,1412
503,103,3,13,644,1425
504,101,3,-9,1100,657
504,102,1,4,1101,661
504,103,0,-8,1101,653
504,104,0,-4,1101,649
506,101,9,-15,1265,1326
506,102,1,-9,1266,1317
506,103,7,-15,1273,1302
506,104,4,-10,1277,1292
506,105,8,-15,1285,1277
506,106,0,-13,1285,1264
506,107,4,-16,1289,1248
506,108,5,-15,1294,1233
506,109,3,-11,1297,1222
506,110,1,-13,1298,1209
506,111,4,-17,1302,1192
506,112,0,-14,1302,1178
506,113,8,-13,1310,1165
506,114,2,-15,1312,1150
506,115,-2,-10,1310,1140
506,116,4,-15,1314,1125
506,117,2,-15,1316,1110
506,118,1,-20,1317,1090
506,119,3,-12,1320,1078
506,120,1,-13,1321,1065
506,121,5,-19,1326,1046
506,122,-1,-12,1325,1034
506,123,4,-26,1329,1008
506,124,1,-6,1330,1002
506,125,3,-17,1333,985
509,103,11,-15,892,1125
509,104,2,-7,894,1118
510,105,10,-18,990,1456
510,106,4,-15,994,1441
510,107,3,-21,997,1420
510,108,3,-14,1000,1406
510,109,2,-14,1002,1392
510,110,0,-10,1002,1382
510,111,-4,-12,998,1370
510,112,2,-10,1000,1360
510,113,1,-14,1001,1346
510,114,-3,-10,998,1336
510,115,-6,-7,992,1329
512,104,-2,-22,1224,496
512,105,-8,-22,1216,474
512,106,-10,-22,1206,452
513,106,4,-20,1413,588
513,107,0,-16,1413,572
513,108,5,-20,1418,552
514,106,2,-6,396,1096
514,107,0,-4,396,1092
514,108,-6,-3,390,1089
514,109,-4,-4,386,1085
514,110,0,-1,386,1084
516,110,-3,-13,1093,869
516,111,1,-8,1094,861
516,112,-1,-15,1093,846
517,110,1,-15,998,1090
517,111,-1,-14,997,1076
517,112,-3,-15,994,1061
518,110,-1,10,408,1056
518,111,-3,6,405,1062
520,110,4,-11,1086,1353
520,111,7,-17,1093,1336
520,112,1,-16,1094,1320
520,113,4,-15,1098,1305
520,114,6,-16,1104,1289
520,115,1,-16,1105,1273
520,116,-1,-12,1104,1261
520,117,2,-15,1106,1246
520,118,-2,-16,1104,1230
520,119,2,-10,1106,1220
520,120,0,-18,1106,1202
520,121,-1,-13,1105,1189
520,122,-3,-15,1102,1174
520,123,2,-13,1104,1161
520,124,-2,-12,1102,1149
521,110,11,15,861,1312
521,111,7,14,868,1326
522,108,17,-14,1078,1566
522,109,12,-16,1090,1550
522,110,14,-12,1104,1538
522,111,13,-14,1117,1524
522,112,9,-8,1126,1516
522,113,14,-19,1140,1497
522,114,16,-15,1156,1482
522,115,5,-13,1161,1469
522,116,13,-21,1174,1448
522,117,11,-15,1185,1433
522,118,11,-15,1196,1418
522,119,9,-17,1205,1401
522,120,9,-21,1214,1380
522,121,4,-10,1218,1370
522,122,10,-14,1228,1356
522,123,9,-20,1237,1336
522,124,4,-14,1241,1322
522,125,9,-13,1250,1309
522,126,8,-21,1258,1288
522,127,4,-8,1262,1280
522,128,3,-16,1265,1264
522,129,7,-18,1272,1246
522,130,6,-10,1278,1236
522,131,3,-12,1281,1224
522,132,4,-12,1285,1212
522,133,0,-15,1285,1197
522,134,12,-11,1297,1186
522,135,-3,-9,1294,1177
522,136,8,-16,1302,1161
523,108,4,1,404,1117
523,109,1,-3,405,1114
523,110,-3,2,402,1116
523,111,0,-3,402,1113
523,112,-6,-8,396,1105
525,110,-4,-11,980,1141
525,111,-2,-11,978,1130
525,112,-5,-10,973,1120
525,113,-3,-8,970,1112
529,104,20,-6,961,1608
529,105,16,-12,977,1596
529,106,20,-10,997,1586
529,107,17,-16,1014,1570
529,108,16,-14,1030,1556
529,109,14,-14,1044,1542
529,110,14,-24,1058,1518
529,111,12,-16,1070,1502
529,112,11,-16,1081,1486
529,113,9,-21,1090,1465
529,114,6,-20,1096,1445
529,115,6,-32,1102,1413
529,116,3,-11,1105,1402
529,117,5,-14,1110,1388
529,118,-1,-14,1109,1374
530,108,2,-16,1252,874
530,109,2,-13,1254,861
530,110,6,-12,1260,849
530,111,-2,-15,1258,834
530,112,3,-2,1261,832
530,113,5,-18,1266,814
530,114,3,-6,1269,808
533,110,14,-8,1286,606
533,111,3,-14,1289,592
533,112,9,-15,1298,577
534,106,3,-13,1417,640
534,107,5,-16,1422,624
534,108,2,-10,1424,614
534,109,1,-12,1425,602
534,110,5,-13,1430,589
537,114,8,6,1178,718
537,115,10,-4,1188,714
537,116,12,-1,1200,713
537,117,9,-5,1209,708
538,113,-5,-8,1169,456
538,114,0,-16,1169,440
538,115,-1,-16,1168,424
538,116,0,-16,1168,408
538,117,-6,-18,1162,390
538,118,-4,-21,1158,369
538,119,4,-8,1162,361
540,113,2,-6,1086,698
540,114,4,0,1090,698
540,115,0,4,1090,702
540,116,0,0,1090,702
540,117,-1,3,1089,705
541,115,2,-11,1170,790
541,116,2,-9,1172,781
541,117,2,-7,1174,774
541,118,-1,-10,1173,764
541,119,-3,-11,1170,753
541,120,3,-13,1173,740
541,121,-3,-11,1170,729
542,113,-8,-1,921,1136
542,114,-4,0,917,1136
542,115,-15,1,902,1137
542,116,-10,5,892,1142
542,117,-11,4,881,1146
542,118,-19,15,862,1161
543,114,-10,-13,958,1165
543,115,-8,-11,950,1154
543,116,-9,-6,941,1148
543,117,-9,-7,932,1141
543,118,-8,5,924,1146
543,119,-10,2,914,1148
543,120,-2,2,912,1150
544,115,9,8,822,1341
544,116,18,1,840,1342
544,117,13,2,853,1344
544,118,21,-2,874,1342
544,119,11,-6,885,1336
544,120,9,-10,894,1326
544,121,8,-5,902,1321
544,122,4,-9,906,1312
545,115,5,-10,1405,468
545,116,7,-12,1412,456
545,117,5,-11,1417,445
545,118,1,-12,1418,433
545,119,4,-9,1422,424
547,107,6,-12,1316,872
547,108,2,-16,1318,856
547,109,4,-20,1322,836
547,110,6,-15,1328,821
547,111,4,-13,1332,808
547,112,2,-15,1334,793
547,113,6,-17,1340,776
547,114,2,-10,1342,766
547,115,7,-9,1349,757
547,116,4,-15,1353,742
547,117,4,-8,1357,734
547,118,3,-13,1360,721
547,119,8,-13,1368,708
547,120,5,-15,1373,693
547,121,7,-11,1380,682
547,122,1,-9,1381,673
547,123,5,-15,1386,658
547,124,2,-12,1388,646
547,125,4,-13,1392,633
547,126,4,-17,1396,616
547,127,2,-14,1398,602
547,128,3,-10,1401,592
547,129,5,-15,1406,577
547,130,3,-13,1409,564
547,131,5,-14,1414,550
547,132,0,-13,1414,537
547,133,0,-7,1414,530
547,134,3,-14,1417,516
547,135,1,-10,1418,506
547,136,4,-16,1422,490
547,137,0,-14,1422,476
547,138,0,-8,1422,468
547,139,3,-10,1425,458
547,140,-3,-12,1422,446
547,141,0,-10,1422,436
547,142,3,-12,1425,424
547,143,-1,-6,1424,418
547,144,-6,-10,1418,408
555,117,-11,7,361,412
555,118,-4,4,357,416
555,119,-4,10,353,426
555,120,-8,4,345,430
555,121,0,12,345,442
555,122,0,3,345,445
556,119,-4,8,368,464
556,120,-6,13,362,477
556,121,-6,8,356,485
556,122,-3,11,353,496
556,123,-5,6,348,502
556,124,-4,11,344,513
556,125,0,9,344,522
557,121,-5,17,433,529
557,122,-7,12,426,541
557,123,-2,16,424,557
557,124,0,5,424,562
559,120,-6,25,406,801
559,121,-14,24,392,825
560,120,-8,-12,1009,1196
560,121,-4,-15,1005,1181
560,122,-5,-15,1000,1166
560,123,-7,-16,993,1150
560,124,-7,-12,986,1138
561,120,-8,-4,881,1098
561,121,-7,-2,874,1096
561,122,-9,-4,865,1092
563,119,-7,0,909,653
563,120,-11,3,898,656
563,121,-9,5,889,661
563,122,-12,0,877,661
564,118,4,-3,933,814
564,119,5,-4,938,810
564,120,7,-4,945,806
564,121,5,-10,950,796
565,120,-2,9,390,393
565,121,-4,12,386,405
565,122,-6,5,380,410
565,123,-4,11,376,421
565,124,0,9,376,430
565,125,-3,11,373,441
565,126,-1,5,372,446
565,127,-2,3,370,449
565,128,-6,15,364,464
565,129,-2,8,362,472
565,130,-4,14,358,486
565,131,0,4,358,490
565,132,-2,7,356,497
566,118,-11,-12,966,910
566,119,-6,-4,960,906
567,120,-4,-7,1077,825
567,121,0,-9,1077,816
567,122,-8,-7,1069,809
568,119,-13,-5,1000,576
568,120,-15,-4,985,572
568,121,-12,1,973,573
568,122,-12,-9,961,564
568,123,-13,1,948,565
570,116,3,-12,1300,645
570,117,-2,-13,1298,632
570,118,4,-15,1302,617
570,119,-1,-12,1301,605
570,120,-4,-16,1297,589
570,121,0,-12,1297,577
570,122,-4,-12,1293,565
570,123,-3,-17,1290,548
570,124,-1,-12,1289,536
570,125,-8,-11,1281,525
570,126,-7,-12,1274,513
570,127,-9,-17,1265,496
570,128,-13,-6,1252,490
570,129,-7,-4,1245,486
570,130,-5,-5,1240,481
570,131,-7,-11,1233,470
570,132,-12,2,1221,472
570,133,-9,4,1212,476
572,119,15,16,780,1516
572,120,17,20,797,1536
572,121,17,9,814,1545
574,125,-12,15,390,653
574,126,4,12,394,665
574,127,-13,13,381,678
574,128,-5,14,376,692
574,129,-7,13,369,705
574,130,-7,5,362,710
574,131,-8,23,354,733
574,132,-5,19,349,752
574,133,-3,14,346,766
575,125,-4,17,386,934
575,126,-4,23,382,957
576,124,-1,-9,945,1200
576,125,1,-12,946,1188
576,126,-2,-4,944,1184
576,127,-4,-4,940,1180
577,119,-8,8,1012,1430
577,120,-8,6,1004,1436
577,121,-7,5,997,1441
577,122,-3,7,994,1448
577,123,-2,6,992,1454
577,124,1,12,993,1466
577,125,5,8,998,1474
577,126,0,14,998,1488
577,127,6,10,1004,1498
577,128,9,10,1013,1508
577,129,8,10,1021,1518
577,130,7,7,1028,1525
577,131,16,4,1044,1529
577,132,9,8,1053,1537
578,125,-6,11,982,616
578,126,-13,8,969,624
578,127,-8,9,961,633
579,122,11,-4,868,466
579,123,10,-2,878,464
579,124,7,-6,885,458
579,125,3,-8,888,450
579,126,2,-10,890,440
579,127,-4,-11,886,429
579,128,-6,-11,880,418
579,129,-10,-13,870,405
579,130,-5,-5,865,400
579,131,-11,-8,854,392
579,132,-5,-6,849,386
579,133,-4,-1,845,385
579,134,-3,-3,842,382
581,122,-7,18,421,868
581,123,-3,16,418,884
581,124,-6,13,412,897
581,125,-4,13,408,910
581,126,-6,22,402,932
581,127,-5,10,397,942
581,128,-1,14,396,956
582,128,-5,15,788,993
582,129,-2,11,786,1004
582,130,0,12,786,1016
582,131,-4,8,782,1024
582,132,-1,9,781,1033
582,133,-4,12,777,1045
582,134,-4,8,773,1053
582,135,-3,9,770,1062
582,136,-4,8,766,1070
583,124,-2,-11,962,1286
583,125,-4,-6,958,1280
583,126,-10,-4,948,1276
585,125,-16,-1,918,564
585,126,-16,2,902,566
585,127,-9,-2,893,564
586,125,4,1,1208,630
586,126,6,-22,1214,608
587,125,-3,16,441,644
587,126,-4,6,437,650
587,127,0,16,437,666
587,128,-4,15,433,681
587,129,-4,12,429,693
587,130,3,15,432,708
587,131,6,2,438,710
587,132,-2,18,436,728
588,126,2,6,908,1400
588,127,5,6,913,1406
589,129,-4,14,406,444
589,130,-4,13,402,457
589,131,-2,11,400,468
589,132,-2,13,398,481
590,131,-4,9,354,554
590,132,-5,16,349,570
590,133,-3,16,346,586
590,134,-6,12,340,598
590,135,-3,19,337,617
590,136,-1,15,336,632
590,137,-2,14,334,646
591,131,-4,7,944,1393
591,132,1,-1,945,1392
591,133,-8,8,937,1400
591,134,0,6,937,1406
591,135,-3,-4,934,1402
591,136,-5,10,929,1412
591,137,-4,5,925,1417
591,138,-1,0,924,1417
591,139,-4,9,920,1426
591,140,-6,2,914,1428
591,141,0,4,914,1432
591,142,-5,1,909,1433
591,143,0,7,909,1440
591,144,-4,2,905,1442
591,145,-5,8,900,1450
591,146,1,0,901,1450
591,147,-1,-5,900,1445
591,148,-4,13,896,1458
591,149,-4,2,892,1460
591,150,-3,0,889,1460
591,151,-3,5,886,1465
591,152,0,0,886,1465
591,153,-2,12,884,1477
591,154,-4,1,880,1478
591,155,4,0,884,1478
592,131,-2,23,662,1424
592,132,-6,24,656,1448
592,133,-7,20,649,1468
592,134,0,17,649,1485
592,135,3,11,652,1496
592,136,6,13,658,1509
592,137,8,16,666,1525
593,130,0,23,644,1108
593,131,1,16,645,1124
594,129,-1,-19,1056,989
594,130,-2,-9,1054,980
594,131,-1,-11,1053,969
595,128,-5,-5,1120,517
595,129,-3,-7,1117,510
595,130,-7,-2,1110,508
595,131,-2,4,1108,512
595,132,-4,2,1104,514
595,133,-7,-2,1097,512
596,128,5,-13,1313,764
596,129,9,-11,1322,753
596,130,4,-9,1326,744
596,131,10,-10,1336,734
596,132,14,-9,1350,725
596,133,2,-3,1352,722
597,129,-16,7,817,701
597,130,-8,1,809,702
597,131,-21,11,788,713
597,132,-7,5,781,718
597,133,-19,7,762,725
597,134,-18,23,744,748
598,133,-3,13,730,917
598,134,-6,9,724,926
598,135,-3,12,721,938
598,136,-7,11,714,949
598,137,-2,12,712,961
598,138,-7,13,705,974
599,131,0,3,948,1392
599,132,-4,4,944,1396
599,133,-3,4,941,1400
599,134,-3,1,938,1401
599,135,-4,5,934,1406
599,136,-4,3,930,1409
599,137,-5,9,925,1418
599,138,-3,3,922,1421
599,139,-1,1,921,1422
599,140,-4,7,917,1429
599,141,-3,5,914,1434
599,142,-1,0,913,1434
599,143,-4,10,909,1444
599,144,-4,0,905,1444
599,145,-1,1,904,1445
599,146,-2,3,902,1448
599,147,-2,6,900,1454
599,148,-7,6,893,1460
599,149,-3,4,890,1464
599,150,-1,0,889,1464
599,151,1,-2,890,1462
599,152,-4,3,886,1465
599,153,-2,9,884,1474
599,154,1,0,885,1474
599,155,0,4,885,1478
601,129,-10,-26,1164,1182
601,130,1,-14,1165,1168
601,131,1,-14,1166,1154
601,132,-6,-13,1160,1141
601,133,-4,-21,1156,1120
601,134,-15,-10,1141,1110
603,125,2,-18,1338,920
603,126,3,-14,1341,906
603,127,1,-13,1342,893
603,128,-1,-15,1341,878
603,129,4,-14,1345,864
603,130,5,-7,1350,857
603,131,3,-15,1353,842
603,132,5,-8,1358,834
603,133,6,-9,1364,825
603,134,2,-13,1366,812
603,135,8,-10,1374,802
603,136,7,-12,1381,790
603,137,5,-10,1386,780
603,138,4,-11,1390,769
603,139,7,-5,1397,764
603,140,8,-22,1405,742
603,141,7,-22,1412,720
604,136,5,11,729,1632
604,137,4,10,733,1642
604,138,7,7,740,1649
604,139,6,7,746,1656
604,140,12,1,758,1657
604,141,12,3,770,1660
604,142,12,1,782,1661
604,143,15,3,797,1664
604,144,17,-15,814,1649
604,145,18,9,832,1658
604,146,18,-5,850,1653
604,147,19,-11,869,1642
604,148,17,-1,886,1641
606,133,4,15,453,781
606,134,3,15,456,796
606,135,5,21,461,817
606,136,0,3,461,820
606,137,8,16,469,836
606,138,7,8,476,844
606,139,8,22,484,866
606,140,9,18,493,884
606,141,4,0,497,884
606,142,1,10,498,894
607,134,13,14,669,1662
607,135,11,10,680,1672
607,136,9,5,689,1677
607,137,13,11,702,1688
607,138,18,-2,720,1686
607,139,2,10,722,1696
607,140,19,2,741,1698
607,141,19,2,760,1700
607,142,17,-3,777,1697
608,140,-7,3,917,1424
608,141,-1,8,916,1432
608,142,-4,4,912,1436
608,143,-3,2,909,1438
608,144,-5,10,904,1448
608,145,-2,0,902,1448
608,146,0,1,902,1449
608,147,-2,3,900,1452
608,148,-6,6,894,1458
608,149,-1,-1,893,1457
608,150,-3,7,890,1464
608,151,-2,1,888,1465
608,152,-3,3,885,1468
608,153,-3,6,882,1474
608,154,0,4,882,1478
608,155,0,4,882,1482
608,156,2,8,884,1490
608,157,1,3,885,1493
608,158,4,8,889,1501
608,159,3,4,892,1505
609,133,9,-2,1053,1490
609,134,12,-6,1065,1484
609,135,16,-10,1081,1474
609,136,13,-12,1094,1462
609,137,14,-4,1108,1458
609,138,8,-8,1116,1450
611,133,19,-24,1097,1454
611,134,15,-22,1112,1432
611,135,8,-19,1120,1413
611,136,8,-17,1128,1396
611,137,9,-23,1137,1373
611,138,8,-20,1145,1353
611,139,7,-20,1152,1333
611,140,4,-17,1156,1316
611,141,6,-20,1162,1296
611,142,6,-18,1168,1278
611,143,4,-17,1172,1261
611,144,-4,-15,1168,1246
612,133,-10,-2,1052,850
612,134,-19,-10,1033,840
612,135,-13,-12,1020,828
612,136,-22,-8,998,820
