
[Name]
symmetry 1

[Data]
X [ m ], Y [ m ], Z [ m ]
4.52823229e-02, 6.62736520e-02, 5.99999970e-04
3.97343971e-02, 6.61792532e-02, 5.99999970e-04
6.01821616e-02, 6.62863702e-02, 5.99999970e-04
6.59868196e-02, 5.49360551e-02, 5.99999970e-04
6.59222752e-02, 6.05087243e-02, 5.99999970e-04
6.64076284e-02, 4.00497764e-02, 5.99999970e-04
6.66772872e-02, 4.55354825e-02, 5.99999970e-04
3.97429913e-02, 3.38398479e-02, 5.99999970e-04
3.38248797e-02, 4.50125784e-02, 5.99999970e-04
3.40883285e-02, 3.94762605e-02, 5.99999970e-04
5.39973229e-02, 3.47540602e-02, 5.99999970e-04
6.11549579e-02, 3.51894759e-02, 5.99999970e-04
5.76125011e-02, 9.03987214e-02, 5.99999970e-04
4.08022366e-02, 9.03997123e-02, 5.99999970e-04
5.17292619e-02, 6.54408187e-02, 5.99999970e-04
5.04000373e-02, 9.67999846e-02, 5.99999970e-04
4.96000275e-02, 9.68000069e-02, 5.99999970e-04
5.12000471e-02, 9.67999771e-02, 5.99999970e-04
4.24016491e-02, 9.11997408e-02, 5.99999970e-04
6.40421584e-02, 5.09966500e-02, 5.99999970e-04
6.39906451e-02, 5.02127744e-02, 5.99999970e-04
6.39303476e-02, 4.94270436e-02, 5.99999970e-04
6.39926642e-02, 5.17880805e-02, 5.99999970e-04
6.46562502e-02, 5.25790825e-02, 5.99999970e-04
6.53278455e-02, 5.33650108e-02, 5.99999970e-04
6.20052516e-02, 3.60100195e-02, 5.99999970e-04
6.28858581e-02, 3.68293449e-02, 5.99999970e-04
6.37929291e-02, 3.76399346e-02, 5.99999970e-04
6.46914095e-02, 3.84457633e-02, 5.99999970e-04
6.55561984e-02, 3.92455012e-02, 5.99999970e-04
4.67832200e-02, 6.48388118e-02, 5.99999970e-04
4.60423566e-02, 6.55468479e-02, 5.99999970e-04
4.75032441e-02, 6.41260892e-02, 5.99999970e-04
5.24915680e-02, 3.59233133e-02, 5.99999970e-04
5.32445423e-02, 3.53505686e-02, 5.99999970e-04
3.60327028e-02, 4.82553020e-02, 5.99999970e-04
3.54857743e-02, 4.74242978e-02, 5.99999970e-04
3.44155096e-02, 4.58041839e-02, 5.99999970e-04
5.10780700e-02, 6.47195205e-02, 5.99999970e-04
5.03942445e-02, 6.40421957e-02, 5.99999970e-04
3.41797769e-02, 5.40582761e-02, 5.99999970e-04
3.47505808e-02, 5.32393120e-02, 5.99999970e-04
3.53222303e-02, 5.24158701e-02, 5.99999970e-04
3.59376185e-02, 5.15820459e-02, 5.99999970e-04
3.66152599e-02, 4.90800552e-02, 5.99999970e-04
3.65633965e-02, 4.99162152e-02, 5.99999970e-04
3.65779400e-02, 5.07483780e-02, 5.99999970e-04
3.89315002e-02, 6.53745607e-02, 5.99999970e-04
3.81242372e-02, 6.45628348e-02, 5.99999970e-04
3.73091884e-02, 6.37397021e-02, 5.99999970e-04
3.64820361e-02, 6.29015267e-02, 5.99999970e-04
3.56548429e-02, 6.20631650e-02, 5.99999970e-04
3.48415077e-02, 6.12434149e-02, 5.99999970e-04
6.51194379e-02, 6.13112375e-02, 5.99999970e-04
6.43112361e-02, 6.21195175e-02, 5.99999970e-04
6.34937510e-02, 6.29391968e-02, 5.99999970e-04
6.26658201e-02, 6.37733936e-02, 5.99999970e-04
6.18322715e-02, 6.46171123e-02, 5.99999970e-04
6.10021241e-02, 6.54582381e-02, 5.99999970e-04
3.48903649e-02, 3.86749171e-02, 5.99999970e-04
3.56954373e-02, 3.78715508e-02, 5.99999970e-04
3.65045443e-02, 3.70654799e-02, 5.99999970e-04
3.73166800e-02, 3.62573825e-02, 5.99999970e-04
3.81288156e-02, 3.54492813e-02, 5.99999970e-04
3.89379226e-02, 3.46432142e-02, 5.99999970e-04
5.20001538e-02, 9.59999338e-02, 5.99999970e-04
5.28004654e-02, 9.51998308e-02, 5.99999970e-04
5.36011420e-02, 9.43996534e-02, 5.99999970e-04
5.44023626e-02, 9.35994089e-02, 5.99999970e-04
5.52042052e-02, 9.27991495e-02, 5.99999970e-04
5.60066178e-02, 9.19989347e-02, 5.99999970e-04
5.68094403e-02, 9.11987945e-02, 5.99999970e-04
4.40011136e-02, 9.19997841e-02, 5.99999970e-04
4.48007919e-02, 9.27998349e-02, 5.99999970e-04
4.56005111e-02, 9.35998857e-02, 5.99999970e-04
4.64002900e-02, 9.43999365e-02, 5.99999970e-04
4.72001396e-02, 9.51999649e-02, 5.99999970e-04
4.80000600e-02, 9.59999859e-02, 5.99999970e-04
4.88000251e-02, 9.67999995e-02, 5.99999970e-04
6.60550147e-02, 4.62995954e-02, 5.99999970e-04
4.59064506e-02, 3.40218209e-02, 5.99999970e-04
4.67745699e-02, 3.47260796e-02, 5.99999970e-04
4.76072542e-02, 3.53912823e-02, 5.99999970e-04
4.84388024e-02, 3.60398404e-02, 5.99999970e-04
4.89563346e-02, 6.33987635e-02, 5.99999970e-04
4.82291803e-02, 6.34057969e-02, 5.99999970e-04
6.54952899e-02, 4.70778272e-02, 5.99999970e-04
3.49609144e-02, 4.66098636e-02, 5.99999970e-04
6.49903342e-02, 4.78645936e-02, 5.99999970e-04
4.96946014e-02, 6.33834526e-02, 5.99999970e-04
6.44786209e-02, 4.86483760e-02, 5.99999970e-04
4.92828116e-02, 3.66589986e-02, 5.99999970e-04
5.79080656e-02, 3.27478759e-02, 5.99999970e-04
5.71108721e-02, 3.27355713e-02, 5.99999970e-04
3.33159447e-01, 8.80703852e-02, 5.99999970e-04
3.33972931e-01, 8.80717486e-02, 5.99999970e-04
3.32342744e-01, 8.80723968e-02, 5.99999970e-04
3.31528634e-01, 8.80823657e-02, 5.99999970e-04
3.29908252e-01, 8.81057009e-02, 5.99999970e-04
3.30720276e-01, 8.80925655e-02, 5.99999970e-04
3.28294367e-01, 8.81281868e-02, 5.99999970e-04
3.29102635e-01, 8.81137401e-02, 5.99999970e-04
3.27487051e-01, 8.81376565e-02, 5.99999970e-04
3.26687723e-01, 8.81430283e-02, 5.99999970e-04
3.25885773e-01, 8.81475434e-02, 5.99999970e-04
3.25092107e-01, 8.81450698e-02, 5.99999970e-04
3.24290603e-01, 8.81502181e-02, 5.99999970e-04
3.23491603e-01, 8.81510675e-02, 5.99999970e-04
3.22693825e-01, 8.81514922e-02, 5.99999970e-04
3.21896642e-01, 8.81510973e-02, 5.99999970e-04
3.21100384e-01, 8.81503001e-02, 5.99999970e-04
3.20303917e-01, 8.81490260e-02, 5.99999970e-04
3.19508344e-01, 8.81470889e-02, 5.99999970e-04
3.18712056e-01, 8.81414339e-02, 5.99999970e-04
3.17121685e-01, 8.81332755e-02, 5.99999970e-04
3.17920715e-01, 8.81396905e-02, 5.99999970e-04
3.16327482e-01, 8.81318673e-02, 5.99999970e-04
3.15531850e-01, 8.81290734e-02, 5.99999970e-04
3.13935429e-01, 8.81244689e-02, 5.99999970e-04
3.14736426e-01, 8.81349370e-02, 5.99999970e-04
3.13143015e-01, 8.81257653e-02, 5.99999970e-04
3.12345415e-01, 8.81216154e-02, 5.99999970e-04
3.11547101e-01, 8.81227106e-02, 5.99999970e-04
3.10748577e-01, 8.81167203e-02, 5.99999970e-04
3.09157491e-01, 8.81093815e-02, 5.99999970e-04
3.09955537e-01, 8.81151631e-02, 5.99999970e-04
3.07563424e-01, 8.81047919e-02, 5.99999970e-04
3.08361143e-01, 8.81044939e-02, 5.99999970e-04
3.05969000e-01, 8.80988836e-02, 5.99999970e-04
3.06766957e-01, 8.81001279e-02, 5.99999970e-04
3.05170566e-01, 8.80990848e-02, 5.99999970e-04
3.04372877e-01, 8.80970061e-02, 5.99999970e-04
3.03577125e-01, 8.80929306e-02, 5.99999970e-04
3.02780807e-01, 8.80805179e-02, 5.99999970e-04
3.01185071e-01, 8.80755559e-02, 5.99999970e-04
3.01982373e-01, 8.80855098e-02, 5.99999970e-04
3.00386548e-01, 8.80830958e-02, 5.99999970e-04
2.99588948e-01, 8.80708843e-02, 5.99999970e-04
2.97990412e-01, 8.80754068e-02, 5.99999970e-04
2.98789710e-01, 8.80779028e-02, 5.99999970e-04
2.97193170e-01, 8.80729482e-02, 5.99999970e-04
2.96395808e-01, 8.80621597e-02, 5.99999970e-04
2.94798642e-01, 8.80580544e-02, 5.99999970e-04
2.95596838e-01, 8.80682170e-02, 5.99999970e-04
2.93999374e-01, 8.80608782e-02, 5.99999970e-04
2.93200999e-01, 8.80541950e-02, 5.99999970e-04
2.91602939e-01, 8.80506560e-02, 5.99999970e-04
2.92401552e-01, 8.80574733e-02, 5.99999970e-04
2.90803224e-01, 8.80623087e-02, 5.99999970e-04
2.90003330e-01, 8.80565643e-02, 5.99999970e-04
2.88404673e-01, 8.80530551e-02, 5.99999970e-04
2.89204568e-01, 8.80584121e-02, 5.99999970e-04
2.86806673e-01, 8.80417675e-02, 5.99999970e-04
2.87605792e-01, 8.80547836e-02, 5.99999970e-04
2.86006927e-01, 8.80512968e-02, 5.99999970e-04
2.85207748e-01, 8.80390853e-02, 5.99999970e-04
2.84407943e-01, 8.80479217e-02, 5.99999970e-04
2.83608645e-01, 8.80364478e-02, 5.99999970e-04
2.82009363e-01, 8.80338624e-02, 5.99999970e-04
2.82808840e-01, 8.80446434e-02, 5.99999970e-04
2.80409694e-01, 8.80313963e-02, 5.99999970e-04
2.81209499e-01, 8.80414918e-02, 5.99999970e-04
2.79609799e-01, 8.80385339e-02, 5.99999970e-04
2.78809667e-01, 8.80291611e-02, 5.99999970e-04
2.77209491e-01, 8.80271047e-02, 5.99999970e-04
2.78009742e-01, 8.80358443e-02, 5.99999970e-04
2.76409566e-01, 8.80333334e-02, 5.99999970e-04
2.75609136e-01, 8.80251825e-02, 5.99999970e-04
2.74008662e-01, 8.80233943e-02, 5.99999970e-04
2.74809211e-01, 8.80309641e-02, 5.99999970e-04
2.72407979e-01, 8.80217403e-02, 5.99999970e-04
2.73208708e-01, 8.80287513e-02, 5.99999970e-04
2.71607995e-01, 8.80267099e-02, 5.99999970e-04
2.70807147e-01, 8.80201906e-02, 5.99999970e-04
2.69206226e-01, 8.80186930e-02, 5.99999970e-04
2.70007133e-01, 8.80248025e-02, 5.99999970e-04
2.68406212e-01, 8.80229697e-02, 5.99999970e-04
2.67605186e-01, 8.80172402e-02, 5.99999970e-04
2.66003996e-01, 8.80158693e-02, 5.99999970e-04
2.66805142e-01, 8.80212113e-02, 5.99999970e-04
2.64402747e-01, 8.80145505e-02, 5.99999970e-04
2.65203953e-01, 8.80195498e-02, 5.99999970e-04
2.63602704e-01, 8.80179554e-02, 5.99999970e-04
2.62801379e-01, 8.80133063e-02, 5.99999970e-04
2.62001336e-01, 8.80164281e-02, 5.99999970e-04
2.61199921e-01, 8.80121514e-02, 5.99999970e-04
2.60399878e-01, 8.80149975e-02, 5.99999970e-04
2.59598345e-01, 8.80110711e-02, 5.99999970e-04
2.58798271e-01, 8.80136713e-02, 5.99999970e-04
2.57996649e-01, 8.80100727e-02, 5.99999970e-04
2.56394923e-01, 8.80091116e-02, 5.99999970e-04
2.57196575e-01, 8.80124420e-02, 5.99999970e-04
2.55594850e-01, 8.80112648e-02, 5.99999970e-04
2.54793108e-01, 8.80081803e-02, 5.99999970e-04
2.53191173e-01, 8.80073160e-02, 5.99999970e-04
2.53993005e-01, 8.80101323e-02, 5.99999970e-04
2.52391100e-01, 8.80090743e-02, 5.99999970e-04
2.51589149e-01, 8.80065188e-02, 5.99999970e-04
2.50789046e-01, 8.80080983e-02, 5.99999970e-04
2.49987036e-01, 8.80057886e-02, 5.99999970e-04
2.49186933e-01, 8.80072042e-02, 5.99999970e-04
2.48384833e-01, 8.80051255e-02, 5.99999970e-04
2.46782556e-01, 8.80045220e-02, 5.99999970e-04
2.47584715e-01, 8.80063921e-02, 5.99999970e-04
2.45180249e-01, 8.80039334e-02, 5.99999970e-04
2.45982438e-01, 8.80056396e-02, 5.99999970e-04
2.43577912e-01, 8.80033523e-02, 5.99999970e-04
2.44380131e-01, 8.80049244e-02, 5.99999970e-04
2.41975516e-01, 8.80027935e-02, 5.99999970e-04
2.42777795e-01, 8.80042240e-02, 5.99999970e-04
2.41175383e-01, 8.80035460e-02, 5.99999970e-04
2.40373045e-01, 8.80022794e-02, 5.99999970e-04
2.38770500e-01, 8.80018175e-02, 5.99999970e-04
2.39572912e-01, 8.80029351e-02, 5.99999970e-04
2.37167910e-01, 8.80013928e-02, 5.99999970e-04
2.37970367e-01, 8.80023763e-02, 5.99999970e-04
2.36367777e-01, 8.80018622e-02, 5.99999970e-04
2.35565275e-01, 8.80009979e-02, 5.99999970e-04
2.34765127e-01, 8.80013928e-02, 5.99999970e-04
2.33962566e-01, 8.80006477e-02, 5.99999970e-04
2.32359812e-01, 8.80003273e-02, 5.99999970e-04
2.33162418e-01, 8.80009681e-02, 5.99999970e-04
2.30756998e-01, 8.80000368e-02, 5.99999970e-04
2.31559649e-01, 8.80005881e-02, 5.99999970e-04
2.29956836e-01, 8.80002528e-02, 5.99999970e-04
2.29154155e-01, 8.79997835e-02, 5.99999970e-04
2.28353992e-01, 8.79999474e-02, 5.99999970e-04
2.27551594e-01, 8.79995748e-02, 5.99999970e-04
2.26751551e-01, 8.79996940e-02, 5.99999970e-04
2.25951239e-01, 8.79995003e-02, 5.99999970e-04
2.25151300e-01, 8.79995897e-02, 5.99999970e-04
2.24352002e-01, 8.79995078e-02, 5.99999970e-04
2.22751021e-01, 8.79994333e-02, 5.99999970e-04
2.23552004e-01, 8.79995525e-02, 5.99999970e-04
2.21950844e-01, 8.79994407e-02, 5.99999970e-04
2.21147493e-01, 8.79992545e-02, 5.99999970e-04
2.20347211e-01, 8.79992172e-02, 5.99999970e-04
2.19542533e-01, 8.79990086e-02, 5.99999970e-04
2.18742222e-01, 8.79989490e-02, 5.99999970e-04
2.17937365e-01, 8.79987702e-02, 5.99999970e-04
2.17137069e-01, 8.79986882e-02, 5.99999970e-04
2.16332659e-01, 8.79985765e-02, 5.99999970e-04
2.14728519e-01, 8.79984200e-02, 5.99999970e-04
2.15532392e-01, 8.79984722e-02, 5.99999970e-04
2.13124812e-01, 8.79983082e-02, 5.99999970e-04
2.13928282e-01, 8.79983008e-02, 5.99999970e-04
2.11521387e-01, 8.79982188e-02, 5.99999970e-04
2.12324604e-01, 8.79981741e-02, 5.99999970e-04
2.09918097e-01, 8.79981518e-02, 5.99999970e-04
2.10721180e-01, 8.79980773e-02, 5.99999970e-04
2.08314881e-01, 8.79981071e-02, 5.99999970e-04
2.09117904e-01, 8.79980028e-02, 5.99999970e-04
2.06711695e-01, 8.79980698e-02, 5.99999970e-04
2.07514688e-01, 8.79979506e-02, 5.99999970e-04
2.05108508e-01, 8.79980400e-02, 5.99999970e-04
2.05911487e-01, 8.79979059e-02, 5.99999970e-04
2.04308301e-01, 8.79978761e-02, 5.99999970e-04
2.03505307e-01, 8.79980177e-02, 5.99999970e-04
2.01902121e-01, 8.79980028e-02, 5.99999970e-04
2.02705115e-01, 8.79978538e-02, 5.99999970e-04
2.00298905e-01, 8.79979953e-02, 5.99999970e-04
2.01101914e-01, 8.79978389e-02, 5.99999970e-04
1.98695704e-01, 8.79979953e-02, 5.99999970e-04
1.99498713e-01, 8.79978314e-02, 5.99999970e-04
1.97092488e-01, 8.79979953e-02, 5.99999970e-04
1.97895497e-01, 8.79978314e-02, 5.99999970e-04
1.96292281e-01, 8.79978314e-02, 5.99999970e-04
1.95489272e-01, 8.79980028e-02, 5.99999970e-04
1.94689065e-01, 8.79978463e-02, 5.99999970e-04
1.93886042e-01, 8.79980102e-02, 5.99999970e-04
1.93085849e-01, 8.79978538e-02, 5.99999970e-04
1.92282811e-01, 8.79980251e-02, 5.99999970e-04
1.91482618e-01, 8.79978687e-02, 5.99999970e-04
1.90679595e-01, 8.79980326e-02, 5.99999970e-04
1.89879388e-01, 8.79978836e-02, 5.99999970e-04
1.89076349e-01, 8.79980475e-02, 5.99999970e-04
1.88276157e-01, 8.79979059e-02, 5.99999970e-04
1.87473118e-01, 8.79980624e-02, 5.99999970e-04
1.86672926e-01, 8.79979208e-02, 5.99999970e-04
1.85869887e-01, 8.79980847e-02, 5.99999970e-04
1.84266642e-01, 8.79980996e-02, 5.99999970e-04
1.85069680e-01, 8.79979432e-02, 5.99999970e-04
1.83466449e-01, 8.79979730e-02, 5.99999970e-04
1.82663411e-01, 8.79981220e-02, 5.99999970e-04
1.81060165e-01, 8.79981443e-02, 5.99999970e-04
1.81863204e-01, 8.79979953e-02, 5.99999970e-04
1.79456919e-01, 8.79981667e-02, 5.99999970e-04
1.80259958e-01, 8.79980251e-02, 5.99999970e-04
1.78656727e-01, 8.79980475e-02, 5.99999970e-04
1.77853689e-01, 8.79981890e-02, 5.99999970e-04
1.77053347e-01, 8.79980847e-02, 5.99999970e-04
1.76247239e-01, 8.79983380e-02, 5.99999970e-04
1.75446734e-01, 8.79982412e-02, 5.99999970e-04
1.74639732e-01, 8.79985318e-02, 5.99999970e-04
1.73839420e-01, 8.79984349e-02, 5.99999970e-04
1.73035562e-01, 8.79985914e-02, 5.99999970e-04
1.71435848e-01, 8.79986063e-02, 5.99999970e-04
1.72235444e-01, 8.79984945e-02, 5.99999970e-04
1.70636132e-01, 8.79985169e-02, 5.99999970e-04
1.69839799e-01, 8.79986882e-02, 5.99999970e-04
1.68239549e-01, 8.79986733e-02, 5.99999970e-04
1.69039860e-01, 8.79986063e-02, 5.99999970e-04
1.66635573e-01, 8.79985765e-02, 5.99999970e-04
1.67439327e-01, 8.79985765e-02, 5.99999970e-04
1.65030628e-01, 8.79984871e-02, 5.99999970e-04
1.65835261e-01, 8.79984871e-02, 5.99999970e-04
1.63426027e-01, 8.79984349e-02, 5.99999970e-04
1.64230332e-01, 8.79984051e-02, 5.99999970e-04
1.61821991e-01, 8.79984125e-02, 5.99999970e-04
1.62625760e-01, 8.79983604e-02, 5.99999970e-04
1.61021769e-01, 8.79983455e-02, 5.99999970e-04
1.60218373e-01, 8.79984125e-02, 5.99999970e-04
1.58614963e-01, 8.79984275e-02, 5.99999970e-04
1.59418151e-01, 8.79983529e-02, 5.99999970e-04
1.57814756e-01, 8.79983678e-02, 5.99999970e-04
1.57011658e-01, 8.79984424e-02, 5.99999970e-04
1.56211451e-01, 8.79983827e-02, 5.99999970e-04
1.55408397e-01, 8.79984573e-02, 5.99999970e-04
1.54608190e-01, 8.79984051e-02, 5.99999970e-04
1.53805152e-01, 8.79984722e-02, 5.99999970e-04
1.53004959e-01, 8.79984200e-02, 5.99999970e-04
1.52201921e-01, 8.79984871e-02, 5.99999970e-04
1.51401728e-01, 8.79984424e-02, 5.99999970e-04
1.50598690e-01, 8.79985020e-02, 5.99999970e-04
1.49798498e-01, 8.79984573e-02, 5.99999970e-04
1.48995474e-01, 8.79985169e-02, 5.99999970e-04
1.48195267e-01, 8.79984722e-02, 5.99999970e-04
1.47392243e-01, 8.79985243e-02, 5.99999970e-04
1.45789027e-01, 8.79985392e-02, 5.99999970e-04
1.46592051e-01, 8.79984871e-02, 5.99999970e-04
1.44988820e-01, 8.79985020e-02, 5.99999970e-04
1.44185796e-01, 8.79985467e-02, 5.99999970e-04
1.42582580e-01, 8.79985541e-02, 5.99999970e-04
1.43385604e-01, 8.79985169e-02, 5.99999970e-04
1.41782373e-01, 8.79985243e-02, 5.99999970e-04
1.40979365e-01, 8.79985616e-02, 5.99999970e-04
1.39376134e-01, 8.79985765e-02, 5.99999970e-04
1.40179157e-01, 8.79985392e-02, 5.99999970e-04
1.38575941e-01, 8.79985467e-02, 5.99999970e-04
1.37772918e-01, 8.79985839e-02, 5.99999970e-04
1.36169702e-01, 8.79985914e-02, 5.99999970e-04
1.36972725e-01, 8.79985616e-02, 5.99999970e-04
1.34566486e-01, 8.79985988e-02, 5.99999970e-04
1.35369495e-01, 8.79985690e-02, 5.99999970e-04
1.33766279e-01, 8.79985765e-02, 5.99999970e-04
1.32963270e-01, 8.79986063e-02, 5.99999970e-04
1.31360054e-01, 8.79986137e-02, 5.99999970e-04
1.32163063e-01, 8.79985914e-02, 5.99999970e-04
1.29756838e-01, 8.79986212e-02, 5.99999970e-04
1.30559847e-01, 8.79985988e-02, 5.99999970e-04
1.28153622e-01, 8.79986286e-02, 5.99999970e-04
1.28956631e-01, 8.79986063e-02, 5.99999970e-04
1.26550406e-01, 8.79986361e-02, 5.99999970e-04
1.27353415e-01, 8.79986137e-02, 5.99999970e-04
1.25750199e-01, 8.79986212e-02, 5.99999970e-04
1.24947183e-01, 8.79986361e-02, 5.99999970e-04
1.23343974e-01, 8.79986435e-02, 5.99999970e-04
1.24146983e-01, 8.79986286e-02, 5.99999970e-04
1.22543767e-01, 8.79986361e-02, 5.99999970e-04
1.21740758e-01, 8.79986510e-02, 5.99999970e-04
1.20137542e-01, 8.79986510e-02, 5.99999970e-04
1.20940559e-01, 8.79986435e-02, 5.99999970e-04
1.19337343e-01, 8.79986435e-02, 5.99999970e-04
1.18534334e-01, 8.79986584e-02, 5.99999970e-04
1.17734134e-01, 8.79986510e-02, 5.99999970e-04
1.16931118e-01, 8.79986584e-02, 5.99999970e-04
1.16130918e-01, 8.79986584e-02, 5.99999970e-04
1.15327910e-01, 8.79986659e-02, 5.99999970e-04
1.13724701e-01, 8.79986659e-02, 5.99999970e-04
1.14527710e-01, 8.79986584e-02, 5.99999970e-04
1.12924494e-01, 8.79986659e-02, 5.99999970e-04
1.12121485e-01, 8.79986733e-02, 5.99999970e-04
1.11321285e-01, 8.79986659e-02, 5.99999970e-04
1.10518277e-01, 8.79986733e-02, 5.99999970e-04
1.08915068e-01, 8.79986808e-02, 5.99999970e-04
1.09718077e-01, 8.79986733e-02, 5.99999970e-04
1.08114868e-01, 8.79986733e-02, 5.99999970e-04
1.07311852e-01, 8.79986808e-02, 5.99999970e-04
1.06511652e-01, 8.79986808e-02, 5.99999970e-04
1.05708644e-01, 8.79986808e-02, 5.99999970e-04
1.04105435e-01, 8.79986882e-02, 5.99999970e-04
1.04908444e-01, 8.79986808e-02, 5.99999970e-04
1.02502227e-01, 8.79986882e-02, 5.99999970e-04
1.03305236e-01, 8.79986808e-02, 5.99999970e-04
1.01702027e-01, 8.79986882e-02, 5.99999970e-04
1.00899018e-01, 8.79986882e-02, 5.99999970e-04
9.92958099e-02, 8.79986882e-02, 5.99999970e-04
1.00098819e-01, 8.79986882e-02, 5.99999970e-04
9.76926014e-02, 8.79986882e-02, 5.99999970e-04
9.84956101e-02, 8.79986882e-02, 5.99999970e-04
9.68924016e-02, 8.79986882e-02, 5.99999970e-04
9.60893929e-02, 8.79986957e-02, 5.99999970e-04
9.52891931e-02, 8.79986882e-02, 5.99999970e-04
9.44861844e-02, 8.79986957e-02, 5.99999970e-04
9.28829759e-02, 8.79986957e-02, 5.99999970e-04
9.36859846e-02, 8.79986957e-02, 5.99999970e-04
9.12797749e-02, 8.79986957e-02, 5.99999970e-04
9.20827761e-02, 8.79986957e-02, 5.99999970e-04
8.96765664e-02, 8.79986957e-02, 5.99999970e-04
9.04795751e-02, 8.79986957e-02, 5.99999970e-04
8.80547985e-02, 8.79995301e-02, 5.99999970e-04
8.88656825e-02, 8.79990160e-02, 5.99999970e-04
8.72551799e-02, 8.79995003e-02, 5.99999970e-04
8.64608735e-02, 8.79991129e-02, 5.99999970e-04
8.56611058e-02, 8.79990980e-02, 5.99999970e-04
8.48634616e-02, 8.79988521e-02, 5.99999970e-04
8.32625777e-02, 8.79987478e-02, 5.99999970e-04
8.40634480e-02, 8.79988447e-02, 5.99999970e-04
8.16601664e-02, 8.79987106e-02, 5.99999970e-04
8.24624449e-02, 8.79987478e-02, 5.99999970e-04
8.00572187e-02, 8.79987031e-02, 5.99999970e-04
8.08599889e-02, 8.79987106e-02, 5.99999970e-04
7.92570263e-02, 8.79987031e-02, 5.99999970e-04
7.84540921e-02, 8.79986957e-02, 5.99999970e-04
7.76538923e-02, 8.79986957e-02, 5.99999970e-04
7.68509060e-02, 8.79986957e-02, 5.99999970e-04
7.60507062e-02, 8.79986957e-02, 5.99999970e-04
7.52477050e-02, 8.79986957e-02, 5.99999970e-04
7.44475052e-02, 8.79986957e-02, 5.99999970e-04
7.36445040e-02, 8.79986957e-02, 5.99999970e-04
7.28443041e-02, 8.79986957e-02, 5.99999970e-04
7.20412955e-02, 8.79986957e-02, 5.99999970e-04
7.12410957e-02, 8.79986957e-02, 5.99999970e-04
7.04380944e-02, 8.79986957e-02, 5.99999970e-04
6.96378946e-02, 8.79986957e-02, 5.99999970e-04
6.88348860e-02, 8.79986957e-02, 5.99999970e-04
6.80346861e-02, 8.79986882e-02, 5.99999970e-04
6.72316849e-02, 8.79986882e-02, 5.99999970e-04
6.56284764e-02, 8.79986882e-02, 5.99999970e-04
6.64314851e-02, 8.79986882e-02, 5.99999970e-04
6.40252754e-02, 8.79986882e-02, 5.99999970e-04
6.48282766e-02, 8.79986882e-02, 5.99999970e-04
6.32250756e-02, 8.79986882e-02, 5.99999970e-04
6.24220707e-02, 8.79986882e-02, 5.99999970e-04
6.16218708e-02, 8.79986882e-02, 5.99999970e-04
6.08188659e-02, 8.79986882e-02, 5.99999970e-04
2.94035763e-01, 1.51853263e-02, 5.99999970e-04
2.93525338e-01, 1.44351581e-02, 5.99999970e-04
2.95045704e-01, 1.66814309e-02, 5.99999970e-04
2.94533193e-01, 1.59354713e-02, 5.99999970e-04
2.96056300e-01, 1.81494243e-02, 5.99999970e-04
2.95556158e-01, 1.74191091e-02, 5.99999970e-04
2.96548963e-01, 1.88756417e-02, 5.99999970e-04
2.97034115e-01, 1.95991378e-02, 5.99999970e-04
2.97516882e-01, 2.03281119e-02, 5.99999970e-04
2.97991306e-01, 2.10549720e-02, 5.99999970e-04
2.98447728e-01, 2.17718985e-02, 5.99999970e-04
2.98902899e-01, 2.24924926e-02, 5.99999970e-04
2.99343556e-01, 2.32045613e-02, 5.99999970e-04
2.99780697e-01, 2.39200667e-02, 5.99999970e-04
3.00209731e-01, 2.46343315e-02, 5.99999970e-04
3.00632805e-01, 2.53361817e-02, 5.99999970e-04
3.01474720e-01, 2.67468579e-02, 5.99999970e-04
3.01054418e-01, 2.60395538e-02, 5.99999970e-04
3.02293777e-01, 2.81444602e-02, 5.99999970e-04
3.01883250e-01, 2.74510700e-02, 5.99999970e-04
3.02705050e-01, 2.88444255e-02, 5.99999970e-04
3.03114057e-01, 2.95422431e-02, 5.99999970e-04
3.03930670e-01, 3.09377275e-02, 5.99999970e-04
3.03525776e-01, 3.02434862e-02, 5.99999970e-04
3.04336309e-01, 3.16359922e-02, 5.99999970e-04
3.04742038e-01, 3.23321484e-02, 5.99999970e-04
3.05149972e-01, 3.30298394e-02, 5.99999970e-04
3.05554122e-01, 3.37274410e-02, 5.99999970e-04
3.05961251e-01, 3.44273522e-02, 5.99999970e-04
3.06373239e-01, 3.51235084e-02, 5.99999970e-04
3.06770563e-01, 3.58249284e-02, 5.99999970e-04
3.07175070e-01, 3.65178473e-02, 5.99999970e-04
3.07991803e-01, 3.79145630e-02, 5.99999970e-04
3.07582319e-01, 3.72176543e-02, 5.99999970e-04
3.08389217e-01, 3.86123881e-02, 5.99999970e-04
3.08790863e-01, 3.93069461e-02, 5.99999970e-04
3.09197128e-01, 4.00056280e-02, 5.99999970e-04
3.09605539e-01, 4.07014601e-02, 5.99999970e-04
3.10412407e-01, 4.20962870e-02, 5.99999970e-04
3.10004562e-01, 4.14006710e-02, 5.99999970e-04
3.11217070e-01, 4.34883758e-02, 5.99999970e-04
3.10810477e-01, 4.27940562e-02, 5.99999970e-04
3.12019259e-01, 4.48771305e-02, 5.99999970e-04
3.11614007e-01, 4.41844203e-02, 5.99999970e-04
3.12812477e-01, 4.62675579e-02, 5.99999970e-04
