
[Name]
symmetry 1

[Data]
X [ m ], Y [ m ], Z [ m ]
1.21741690e-01, 6.71986490e-02, 5.99999970e-04
1.20941684e-01, 6.71985894e-02, 5.99999970e-04
1.20138392e-01, 6.71986565e-02, 5.99999970e-04
1.19338386e-01, 6.71985969e-02, 5.99999970e-04
1.18535094e-01, 6.71986565e-02, 5.99999970e-04
1.17735095e-01, 6.71986118e-02, 5.99999970e-04
1.16931811e-01, 6.71986639e-02, 5.99999970e-04
1.16131812e-01, 6.71986192e-02, 5.99999970e-04
1.15328528e-01, 6.71986639e-02, 5.99999970e-04
1.13725260e-01, 6.71986714e-02, 5.99999970e-04
1.14528529e-01, 6.71986267e-02, 5.99999970e-04
1.12925254e-01, 6.71986341e-02, 5.99999970e-04
1.12121984e-01, 6.71986714e-02, 5.99999970e-04
1.11321986e-01, 6.71986416e-02, 5.99999970e-04
1.10518724e-01, 6.71986789e-02, 5.99999970e-04
1.09718718e-01, 6.71986490e-02, 5.99999970e-04
1.08915463e-01, 6.71986789e-02, 5.99999970e-04
1.08115457e-01, 6.71986490e-02, 5.99999970e-04
1.07312202e-01, 6.71986789e-02, 5.99999970e-04
1.06512204e-01, 6.71986565e-02, 5.99999970e-04
1.05708949e-01, 6.71986863e-02, 5.99999970e-04
1.04908951e-01, 6.71986639e-02, 5.99999970e-04
1.04105704e-01, 6.71986863e-02, 5.99999970e-04
1.02502458e-01, 6.71986863e-02, 5.99999970e-04
1.03305705e-01, 6.71986639e-02, 5.99999970e-04
1.01702459e-01, 6.71986714e-02, 5.99999970e-04
1.00899220e-01, 6.71986863e-02, 5.99999970e-04
9.93040875e-02, 6.72009811e-02, 5.99999970e-04
1.00099221e-01, 6.71986789e-02, 5.99999970e-04
9.85068753e-02, 6.72109276e-02, 5.99999970e-04
9.77054313e-02, 6.72153607e-02, 5.99999970e-04
9.69039276e-02, 6.72168061e-02, 5.99999970e-04
9.61014479e-02, 6.72038645e-02, 5.99999970e-04
9.52895135e-02, 6.71986863e-02, 5.99999970e-04
9.44862887e-02, 6.71986938e-02, 5.99999970e-04
9.36862901e-02, 6.71986863e-02, 5.99999970e-04
9.28830653e-02, 6.71986938e-02, 5.99999970e-04
9.20830667e-02, 6.71986863e-02, 5.99999970e-04
9.12798420e-02, 6.71986938e-02, 5.99999970e-04
9.04798433e-02, 6.71986938e-02, 5.99999970e-04
8.96766260e-02, 6.71986938e-02, 5.99999970e-04
8.88657346e-02, 6.71990365e-02, 5.99999970e-04
8.80618915e-02, 6.71952665e-02, 5.99999970e-04
8.72622058e-02, 6.71919957e-02, 5.99999970e-04
8.64726380e-02, 6.71795756e-02, 5.99999970e-04
8.56867507e-02, 6.71691522e-02, 5.99999970e-04
8.49007964e-02, 6.71577081e-02, 5.99999970e-04
2.82535762e-01, 3.50144841e-02, 5.99999970e-04
2.82969683e-01, 3.57923172e-02, 5.99999970e-04
2.83412576e-01, 3.65773775e-02, 5.99999970e-04
2.83852130e-01, 3.73703428e-02, 5.99999970e-04
2.84290701e-01, 3.81746888e-02, 5.99999970e-04
2.84718007e-01, 3.89600694e-02, 5.99999970e-04
2.85151899e-01, 3.97428796e-02, 5.99999970e-04
2.85587341e-01, 4.05264236e-02, 5.99999970e-04
2.86445796e-01, 4.20632921e-02, 5.99999970e-04
2.86017001e-01, 4.12910059e-02, 5.99999970e-04
2.86872178e-01, 4.28191163e-02, 5.99999970e-04
2.87303388e-01, 4.35614213e-02, 5.99999970e-04
2.88161099e-01, 4.50427085e-02, 5.99999970e-04
2.87733257e-01, 4.43024598e-02, 5.99999970e-04
2.88581610e-01, 4.57715504e-02, 5.99999970e-04
2.88999945e-01, 4.65018898e-02, 5.99999970e-04
2.89415658e-01, 4.72217947e-02, 5.99999970e-04
2.89833695e-01, 4.79491688e-02, 5.99999970e-04
2.90253580e-01, 4.86627854e-02, 5.99999970e-04
2.90666729e-01, 4.93702255e-02, 5.99999970e-04
2.91085064e-01, 5.00804186e-02, 5.99999970e-04
2.91487724e-01, 5.07893898e-02, 5.99999970e-04
2.91894436e-01, 5.14986999e-02, 5.99999970e-04
2.92301506e-01, 5.21982573e-02, 5.99999970e-04
2.92704970e-01, 5.28978817e-02, 5.99999970e-04
2.93113917e-01, 5.35910204e-02, 5.99999970e-04
2.93526202e-01, 5.42844236e-02, 5.99999970e-04
2.93953031e-01, 5.49682081e-02, 5.99999970e-04
2.94375211e-01, 5.56452535e-02, 5.99999970e-04
2.94776142e-01, 5.63279651e-02, 5.99999970e-04
2.95156866e-01, 5.70115000e-02, 5.99999970e-04
2.95533955e-01, 5.76992109e-02, 5.99999970e-04
2.95906007e-01, 5.83888255e-02, 5.99999970e-04
2.96282560e-01, 5.90717457e-02, 5.99999970e-04
2.96667427e-01, 5.97454123e-02, 5.99999970e-04
2.97054172e-01, 6.04113489e-02, 5.99999970e-04
2.97444224e-01, 6.10835366e-02, 5.99999970e-04
2.97836512e-01, 6.17507324e-02, 5.99999970e-04
2.98603773e-01, 6.30941540e-02, 5.99999970e-04
2.98226625e-01, 6.24144040e-02, 5.99999970e-04
2.98990488e-01, 6.37640357e-02, 5.99999970e-04
2.99388289e-01, 6.44419640e-02, 5.99999970e-04
2.99777120e-01, 6.51349574e-02, 5.99999970e-04
3.00126165e-01, 6.58240393e-02, 5.99999970e-04
3.00432116e-01, 6.64351285e-02, 5.99999970e-04
3.00823331e-01, 6.71644434e-02, 5.99999970e-04
2.78885812e-01, 3.28539796e-02, 5.99999970e-04
2.79795945e-01, 3.28533612e-02, 5.99999970e-04
2.73734152e-01, 3.27712782e-02, 5.99999970e-04
2.72768319e-01, 3.27814780e-02, 5.99999970e-04
2.71810263e-01, 3.27924788e-02, 5.99999970e-04
2.70838439e-01, 3.27925608e-02, 5.99999970e-04
2.68891186e-01, 3.28097120e-02, 5.99999970e-04
2.69860655e-01, 3.27951647e-02, 5.99999970e-04
2.67916232e-01, 3.28133069e-02, 5.99999970e-04
2.66952425e-01, 3.28179933e-02, 5.99999970e-04
2.66003132e-01, 3.28190029e-02, 5.99999970e-04
2.65042871e-01, 3.28251943e-02, 5.99999970e-04
2.64094591e-01, 3.28302309e-02, 5.99999970e-04
2.63147473e-01, 3.28342430e-02, 5.99999970e-04
2.62204856e-01, 3.28374840e-02, 5.99999970e-04
2.61259735e-01, 3.28394324e-02, 5.99999970e-04
2.60317117e-01, 3.28407399e-02, 5.99999970e-04
2.59379327e-01, 3.28434929e-02, 5.99999970e-04
2.58445680e-01, 3.28469612e-02, 5.99999970e-04
2.57506937e-01, 3.28477584e-02, 5.99999970e-04
2.55662709e-01, 3.28519195e-02, 5.99999970e-04
2.56581813e-01, 3.28505784e-02, 5.99999970e-04
2.53822803e-01, 3.28577645e-02, 5.99999970e-04
2.54743367e-01, 3.28557752e-02, 5.99999970e-04
2.51976222e-01, 3.28586027e-02, 5.99999970e-04
2.52896488e-01, 3.28582451e-02, 5.99999970e-04
2.51054734e-01, 3.28573287e-02, 5.99999970e-04
2.50124753e-01, 3.28584723e-02, 5.99999970e-04
2.48287067e-01, 3.28596607e-02, 5.99999970e-04
2.49211505e-01, 3.28594409e-02, 5.99999970e-04
2.46460110e-01, 3.28648649e-02, 5.99999970e-04
2.47373521e-01, 3.28643285e-02, 5.99999970e-04
2.44629592e-01, 3.28646228e-02, 5.99999970e-04
2.45543420e-01, 3.28647643e-02, 5.99999970e-04
2.42800027e-01, 3.28667425e-02, 5.99999970e-04
2.43712515e-01, 3.28661874e-02, 5.99999970e-04
2.40970999e-01, 3.28672975e-02, 5.99999970e-04
2.41883576e-01, 3.28670777e-02, 5.99999970e-04
2.39140466e-01, 3.28723751e-02, 5.99999970e-04
2.40052551e-01, 3.28671113e-02, 5.99999970e-04
2.38223657e-01, 3.28762457e-02, 5.99999970e-04
2.37304673e-01, 3.28797437e-02, 5.99999970e-04
2.36393720e-01, 3.28781083e-02, 5.99999970e-04
2.35479236e-01, 3.28715444e-02, 5.99999970e-04
2.34567329e-01, 3.28747928e-02, 5.99999970e-04
2.33660877e-01, 3.28712799e-02, 5.99999970e-04
2.32754767e-01, 3.28678079e-02, 5.99999970e-04
2.31835976e-01, 3.28673385e-02, 5.99999970e-04
2.30020806e-01, 3.28724682e-02, 5.99999970e-04
2.30929255e-01, 3.28714587e-02, 5.99999970e-04
2.29105979e-01, 3.28759253e-02, 5.99999970e-04
2.28203788e-01, 3.28716896e-02, 5.99999970e-04
2.27292627e-01, 3.28657217e-02, 5.99999970e-04
2.26392299e-01, 3.28693315e-02, 5.99999970e-04
2.25485653e-01, 3.28692794e-02, 5.99999970e-04
2.24577755e-01, 3.28699797e-02, 5.99999970e-04
2.23662332e-01, 3.28700021e-02, 5.99999970e-04
2.22752824e-01, 3.28724422e-02, 5.99999970e-04
2.21842110e-01, 3.28741632e-02, 5.99999970e-04
2.20944539e-01, 3.28725092e-02, 5.99999970e-04
2.20029816e-01, 3.28757353e-02, 5.99999970e-04
2.19127834e-01, 3.28745656e-02, 5.99999970e-04
2.18222514e-01, 3.28723714e-02, 5.99999970e-04
2.17314348e-01, 3.28692384e-02, 5.99999970e-04
2.16407463e-01, 3.28715295e-02, 5.99999970e-04
2.15497628e-01, 3.28710452e-02, 5.99999970e-04
2.13692069e-01, 3.28683853e-02, 5.99999970e-04
2.14598402e-01, 3.28697152e-02, 5.99999970e-04
2.12790519e-01, 3.28680724e-02, 5.99999970e-04
2.11885586e-01, 3.28714289e-02, 5.99999970e-04
2.10988507e-01, 3.28695700e-02, 5.99999970e-04
2.10084170e-01, 3.28691974e-02, 5.99999970e-04
2.09180474e-01, 3.28664407e-02, 5.99999970e-04
2.08283871e-01, 3.28641757e-02, 5.99999970e-04
2.07384557e-01, 3.28636430e-02, 5.99999970e-04
2.06494302e-01, 3.28645259e-02, 5.99999970e-04
2.04698548e-01, 3.28635201e-02, 5.99999970e-04
2.05593720e-01, 3.28626372e-02, 5.99999970e-04
2.02910170e-01, 3.28679606e-02, 5.99999970e-04
2.03797549e-01, 3.28649133e-02, 5.99999970e-04
2.02002600e-01, 3.28655094e-02, 5.99999970e-04
2.01116264e-01, 3.28562334e-02, 5.99999970e-04
1.99341848e-01, 3.28432806e-02, 5.99999970e-04
2.00228691e-01, 3.28515768e-02, 5.99999970e-04
1.98445976e-01, 3.28427255e-02, 5.99999970e-04
1.97550744e-01, 3.28458510e-02, 5.99999970e-04
1.96671113e-01, 3.28525603e-02, 5.99999970e-04
1.95788831e-01, 3.28540951e-02, 5.99999970e-04
1.94019675e-01, 3.28512676e-02, 5.99999970e-04
1.94904253e-01, 3.28522660e-02, 5.99999970e-04
1.92251787e-01, 3.28514054e-02, 5.99999970e-04
1.93137214e-01, 3.28529105e-02, 5.99999970e-04
1.91364944e-01, 3.28504108e-02, 5.99999970e-04
1.90485522e-01, 3.28504480e-02, 5.99999970e-04
1.88727856e-01, 3.28467749e-02, 5.99999970e-04
1.89605698e-01, 3.28481048e-02, 5.99999970e-04
1.86990619e-01, 3.28467265e-02, 5.99999970e-04
1.87864646e-01, 3.28451507e-02, 5.99999970e-04
1.86117887e-01, 3.28463539e-02, 5.99999970e-04
1.85237676e-01, 3.28453854e-02, 5.99999970e-04
1.83497623e-01, 3.28395180e-02, 5.99999970e-04
1.84364647e-01, 3.28400917e-02, 5.99999970e-04
1.81764171e-01, 3.28322053e-02, 5.99999970e-04
1.82628751e-01, 3.28370072e-02, 5.99999970e-04
1.80032849e-01, 3.28370444e-02, 5.99999970e-04
1.80902064e-01, 3.28367203e-02, 5.99999970e-04
1.78307101e-01, 3.28392461e-02, 5.99999970e-04
1.79162443e-01, 3.28395031e-02, 5.99999970e-04
1.76565349e-01, 3.28390710e-02, 5.99999970e-04
1.77432373e-01, 3.28386538e-02, 5.99999970e-04
1.75701380e-01, 3.28374840e-02, 5.99999970e-04
1.74836725e-01, 3.28345709e-02, 5.99999970e-04
1.73975527e-01, 3.28348242e-02, 5.99999970e-04
1.73112378e-01, 3.28353122e-02, 5.99999970e-04
1.71403557e-01, 3.28341164e-02, 5.99999970e-04
1.72257096e-01, 3.28326076e-02, 5.99999970e-04
1.70551270e-01, 3.28325108e-02, 5.99999970e-04
1.69694796e-01, 3.28322351e-02, 5.99999970e-04
1.68837681e-01, 3.28327864e-02, 5.99999970e-04
1.67978197e-01, 3.28325294e-02, 5.99999970e-04
1.67131424e-01, 3.28310952e-02, 5.99999970e-04
1.66274905e-01, 3.28308903e-02, 5.99999970e-04
1.64579436e-01, 3.28300595e-02, 5.99999970e-04
1.65426031e-01, 3.28284539e-02, 5.99999970e-04
1.62888736e-01, 3.28293517e-02, 5.99999970e-04
1.63731530e-01, 3.28308009e-02, 5.99999970e-04
1.62033260e-01, 3.28284241e-02, 5.99999970e-04
1.61179096e-01, 3.28294635e-02, 5.99999970e-04
1.59491003e-01, 3.28292623e-02, 5.99999970e-04
1.60340831e-01, 3.28292027e-02, 5.99999970e-04
1.58657730e-01, 3.28278765e-02, 5.99999970e-04
1.57820731e-01, 3.28260399e-02, 5.99999970e-04
1.56979546e-01, 3.28273438e-02, 5.99999970e-04
1.56139970e-01, 3.28266956e-02, 5.99999970e-04
1.55300394e-01, 3.28260921e-02, 5.99999970e-04
1.54461414e-01, 3.28264013e-02, 5.99999970e-04
1.53621092e-01, 3.28249820e-02, 5.99999970e-04
1.52783573e-01, 3.28244679e-02, 5.99999970e-04
1.51943296e-01, 3.28253396e-02, 5.99999970e-04
1.51110724e-01, 3.28108631e-02, 5.99999970e-04
1.50273412e-01, 3.27891931e-02, 5.99999970e-04
1.49443448e-01, 3.27741504e-02, 5.99999970e-04
1.48610935e-01, 3.27730030e-02, 5.99999970e-04
1.47781655e-01, 3.27851772e-02, 5.99999970e-04
1.46954849e-01, 3.28070894e-02, 5.99999970e-04
1.46128744e-01, 3.28194387e-02, 5.99999970e-04
1.45300895e-01, 3.28191854e-02, 5.99999970e-04
1.44474626e-01, 3.28185707e-02, 5.99999970e-04
1.42824158e-01, 3.28167826e-02, 5.99999970e-04
1.43648371e-01, 3.28173190e-02, 5.99999970e-04
1.41174734e-01, 3.28162946e-02, 5.99999970e-04
1.41998559e-01, 3.28166708e-02, 5.99999970e-04
1.39526755e-01, 3.28144133e-02, 5.99999970e-04
1.40350893e-01, 3.28154564e-02, 5.99999970e-04
1.38698518e-01, 3.28148864e-02, 5.99999970e-04
1.37885183e-01, 3.28128897e-02, 5.99999970e-04
1.36245221e-01, 3.28124054e-02, 5.99999970e-04
1.37066066e-01, 3.28130648e-02, 5.99999970e-04
1.34610921e-01, 3.28116678e-02, 5.99999970e-04
1.35428831e-01, 3.28118913e-02, 5.99999970e-04
1.32979825e-01, 3.28102633e-02, 5.99999970e-04
1.33795038e-01, 3.28107327e-02, 5.99999970e-04
1.32164627e-01, 3.28095853e-02, 5.99999970e-04
1.31348491e-01, 3.28089930e-02, 5.99999970e-04
1.30536214e-01, 3.28079425e-02, 5.99999970e-04
1.29723102e-01, 3.28076109e-02, 5.99999970e-04
1.28103599e-01, 3.28066982e-02, 5.99999970e-04
1.28913835e-01, 3.28073390e-02, 5.99999970e-04
1.27293363e-01, 3.28062475e-02, 5.99999970e-04
1.26484737e-01, 3.28056179e-02, 5.99999970e-04
1.25676095e-01, 3.28051858e-02, 5.99999970e-04
1.24861933e-01, 3.28042358e-02, 5.99999970e-04
1.23250715e-01, 3.28032672e-02, 5.99999970e-04
1.24061935e-01, 3.28041650e-02, 5.99999970e-04
1.22450724e-01, 3.28032039e-02, 5.99999970e-04
1.21642247e-01, 3.28023881e-02, 5.99999970e-04
1.20036215e-01, 3.28016244e-02, 5.99999970e-04
1.20842248e-01, 3.28023285e-02, 5.99999970e-04
1.18432231e-01, 3.28010060e-02, 5.99999970e-04
1.19236216e-01, 3.28015722e-02, 5.99999970e-04
1.17632233e-01, 3.28009613e-02, 5.99999970e-04
1.16829813e-01, 3.28005552e-02, 5.99999970e-04
1.16029814e-01, 3.28005143e-02, 5.99999970e-04
1.15228474e-01, 3.28002721e-02, 5.99999970e-04
1.14428475e-01, 3.28002311e-02, 5.99999970e-04
1.13627747e-01, 3.28001194e-02, 5.99999970e-04
1.12827748e-01, 3.28000858e-02, 5.99999970e-04
1.12027295e-01, 3.28000598e-02, 5.99999970e-04
1.11227296e-01, 3.28000300e-02, 5.99999970e-04
1.10426933e-01, 3.28000411e-02, 5.99999970e-04
1.09626934e-01, 3.28000113e-02, 5.99999970e-04
1.08826585e-01, 3.28000337e-02, 5.99999970e-04
1.08026586e-01, 3.28000076e-02, 5.99999970e-04
1.07226238e-01, 3.28000262e-02, 5.99999970e-04
1.06426239e-01, 3.28000076e-02, 5.99999970e-04
1.05625890e-01, 3.28000225e-02, 5.99999970e-04
1.04025528e-01, 3.28000188e-02, 5.99999970e-04
1.04825892e-01, 3.28000039e-02, 5.99999970e-04
1.02425173e-01, 3.28000151e-02, 5.99999970e-04
1.03225529e-01, 3.28000039e-02, 5.99999970e-04
1.01625174e-01, 3.28000039e-02, 5.99999970e-04
1.00824811e-01, 3.28000113e-02, 5.99999970e-04
1.00024812e-01, 3.28000002e-02, 5.99999970e-04
9.92244482e-02, 3.28000076e-02, 5.99999970e-04
9.84244496e-02, 3.28000002e-02, 5.99999970e-04
9.76240858e-02, 3.28000039e-02, 5.99999970e-04
9.68240872e-02, 3.27999964e-02, 5.99999970e-04
9.60237160e-02, 3.28000002e-02, 5.99999970e-04
9.44233462e-02, 3.27999964e-02, 5.99999970e-04
9.52237174e-02, 3.27999964e-02, 5.99999970e-04
9.36233476e-02, 3.27999964e-02, 5.99999970e-04
9.28229764e-02, 3.27999927e-02, 5.99999970e-04
9.20229033e-02, 3.27895656e-02, 5.99999970e-04
9.12217051e-02, 3.27755958e-02, 5.99999970e-04
8.96188319e-02, 3.27521041e-02, 5.99999970e-04
9.04201642e-02, 3.27584445e-02, 5.99999970e-04
8.88160095e-02, 3.27575728e-02, 5.99999970e-04
8.80159885e-02, 3.27776000e-02, 5.99999970e-04
8.64214897e-02, 3.27999815e-02, 5.99999970e-04
8.72218609e-02, 3.27999890e-02, 5.99999970e-04
8.56214911e-02, 3.27999890e-02, 5.99999970e-04
8.48211125e-02, 3.27999815e-02, 5.99999970e-04
8.18752795e-02, 6.53973967e-02, 5.99999970e-04
8.18390846e-02, 6.62372112e-02, 5.99999970e-04
8.17840472e-02, 6.70840442e-02, 5.99999970e-04
8.16308334e-02, 3.44358310e-02, 5.99999970e-04
8.16290900e-02, 3.36273387e-02, 5.99999970e-04
8.16203579e-02, 3.27999778e-02, 5.99999970e-04
8.83231163e-02, 5.73080480e-02, 5.99999970e-04
8.83231163e-02, 5.81080467e-02, 5.99999970e-04
8.88401642e-02, 4.24545966e-02, 5.99999970e-04
8.88401642e-02, 4.32545952e-02, 5.99999970e-04
2.82880783e-01, 3.40425037e-02, 5.99999970e-04
3.01314235e-01, 6.77243769e-02, 5.99999970e-04
2.77817041e-01, 3.20452973e-02, 5.99999970e-04
8.75231177e-02, 5.65080456e-02, 5.99999970e-04
8.75231177e-02, 5.89080490e-02, 5.99999970e-04
8.80401582e-02, 4.16545980e-02, 5.99999970e-04
8.80401656e-02, 4.40545976e-02, 5.99999970e-04
8.30173716e-02, 5.18037453e-02, 5.99999970e-04
8.67231116e-02, 5.57080433e-02, 5.99999970e-04
8.67231116e-02, 5.97080477e-02, 5.99999970e-04
8.72401446e-02, 4.08545993e-02, 5.99999970e-04
8.72401744e-02, 4.48546037e-02, 5.99999970e-04
8.59310776e-02, 5.49160577e-02, 5.99999970e-04
8.59231204e-02, 6.05080500e-02, 5.99999970e-04
8.64401311e-02, 4.00546044e-02, 5.99999970e-04
8.64401832e-02, 4.56546098e-02, 5.99999970e-04
8.51526931e-02, 5.41256145e-02, 5.99999970e-04
8.51231217e-02, 6.13080524e-02, 5.99999970e-04
8.56401175e-02, 3.92546095e-02, 5.99999970e-04
8.56406912e-02, 4.64456528e-02, 5.99999970e-04
8.43998194e-02, 5.33426292e-02, 5.99999970e-04
8.43205228e-02, 6.21166490e-02, 5.99999970e-04
8.48400965e-02, 3.84546183e-02, 5.99999970e-04
8.48374441e-02, 4.72222082e-02, 5.99999970e-04
8.36839080e-02, 5.25708385e-02, 5.99999970e-04
8.35137144e-02, 6.29317909e-02, 5.99999970e-04
8.40400681e-02, 3.76546271e-02, 5.99999970e-04
8.40362459e-02, 4.79977429e-02, 5.99999970e-04
8.27122107e-02, 6.37433752e-02, 5.99999970e-04
8.32400247e-02, 3.68546359e-02, 5.99999970e-04
8.32430646e-02, 4.87715751e-02, 5.99999970e-04
8.19088891e-02, 6.45601824e-02, 5.99999970e-04
8.24399367e-02, 3.60546485e-02, 5.99999970e-04
8.10599029e-02, 6.62110075e-02, 5.99999970e-04
8.10076445e-02, 6.70572594e-02, 5.99999970e-04
8.10936615e-02, 6.53774366e-02, 5.99999970e-04
8.16364065e-02, 3.52469385e-02, 5.99999970e-04
8.08284357e-02, 3.28273438e-02, 5.99999970e-04
8.08148161e-02, 3.36158089e-02, 5.99999970e-04
8.08276683e-02, 3.44304517e-02, 5.99999970e-04
8.00064206e-02, 3.35940868e-02, 5.99999970e-04
2.80543178e-01, 3.20432782e-02, 5.99999970e-04
2.68746644e-01, 6.80355430e-02, 5.99999970e-04
2.69529402e-01, 6.80382401e-02, 5.99999970e-04
2.67971575e-01, 6.80376068e-02, 5.99999970e-04
2.98378289e-01, 6.82143569e-02, 5.99999970e-04
2.97629714e-01, 6.82410970e-02, 5.99999970e-04
2.96878338e-01, 6.82528988e-02, 5.99999970e-04
2.96137393e-01, 6.82387203e-02, 5.99999970e-04
2.95407951e-01, 6.82325140e-02, 5.99999970e-04
2.94672996e-01, 6.82253465e-02, 5.99999970e-04
2.93935537e-01, 6.82151467e-02, 5.99999970e-04
2.93194205e-01, 6.82052448e-02, 5.99999970e-04
2.91715533e-01, 6.81913719e-02, 5.99999970e-04
2.92457610e-01, 6.81951568e-02, 5.99999970e-04
2.90230155e-01, 6.81834072e-02, 5.99999970e-04
2.90968716e-01, 6.81887344e-02, 5.99999970e-04
2.89486349e-01, 6.81989491e-02, 5.99999970e-04
2.88737148e-01, 6.82046339e-02, 5.99999970e-04
2.87229538e-01, 6.81865662e-02, 5.99999970e-04
2.87986130e-01, 6.81992769e-02, 5.99999970e-04
2.86472768e-01, 6.81456476e-02, 5.99999970e-04
2.85717726e-01, 6.81200624e-02, 5.99999970e-04
2.84964234e-01, 6.81071207e-02, 5.99999970e-04
2.84205168e-01, 6.81038648e-02, 5.99999970e-04
2.83447415e-01, 6.80951327e-02, 5.99999970e-04
2.82687515e-01, 6.80967495e-02, 5.99999970e-04
2.81913102e-01, 6.80945143e-02, 5.99999970e-04
2.81148344e-01, 6.80975690e-02, 5.99999970e-04
2.80376017e-01, 6.80921599e-02, 5.99999970e-04
2.79605031e-01, 6.80827424e-02, 5.99999970e-04
2.78845936e-01, 6.80776313e-02, 5.99999970e-04
2.78073579e-01, 6.80717304e-02, 5.99999970e-04
2.77302980e-01, 6.80656508e-02, 5.99999970e-04
2.76535720e-01, 6.80643842e-02, 5.99999970e-04
2.74986714e-01, 6.80635646e-02, 5.99999970e-04
2.75757670e-01, 6.80590570e-02, 5.99999970e-04
2.74207622e-01, 6.80558458e-02, 5.99999970e-04
2.73430645e-01, 6.80545121e-02, 5.99999970e-04
2.72655547e-01, 6.80529550e-02, 5.99999970e-04
2.71870077e-01, 6.80512041e-02, 5.99999970e-04
2.71096230e-01, 6.80480003e-02, 5.99999970e-04
2.70311356e-01, 6.80456385e-02, 5.99999970e-04
2.66406298e-01, 6.80312738e-02, 5.99999970e-04
2.65625507e-01, 6.80331662e-02, 5.99999970e-04
2.67188519e-01, 6.80305138e-02, 5.99999970e-04
2.64055580e-01, 6.80316240e-02, 5.99999970e-04
2.64845878e-01, 6.80331066e-02, 5.99999970e-04
2.63274461e-01, 6.80299774e-02, 5.99999970e-04
2.62481034e-01, 6.80250153e-02, 5.99999970e-04
2.61698276e-01, 6.80238381e-02, 5.99999970e-04
2.60907710e-01, 6.80223852e-02, 5.99999970e-04
2.59331942e-01, 6.80196360e-02, 5.99999970e-04
2.60126978e-01, 6.80199713e-02, 5.99999970e-04
2.58543968e-01, 6.80215731e-02, 5.99999970e-04
2.57753938e-01, 6.80184737e-02, 5.99999970e-04
2.56968707e-01, 6.80163279e-02, 5.99999970e-04
2.56179243e-01, 6.80105016e-02, 5.99999970e-04
2.55386978e-01, 6.80176467e-02, 5.99999970e-04
2.54597694e-01, 6.80093244e-02, 5.99999970e-04
2.53806055e-01, 6.80160001e-02, 5.99999970e-04
2.53014445e-01, 6.80082515e-02, 5.99999970e-04
2.52222002e-01, 6.80142865e-02, 5.99999970e-04
2.51429558e-01, 6.80072829e-02, 5.99999970e-04
2.50630170e-01, 6.80183172e-02, 5.99999970e-04
2.49836892e-01, 6.80148154e-02, 5.99999970e-04
2.49043912e-01, 6.80163428e-02, 5.99999970e-04
2.48249948e-01, 6.80119768e-02, 5.99999970e-04
2.47456282e-01, 6.80145398e-02, 5.99999970e-04
2.46667072e-01, 6.80049211e-02, 5.99999970e-04
2.45867521e-01, 6.80128932e-02, 5.99999970e-04
2.45077312e-01, 6.80042505e-02, 5.99999970e-04
2.44277731e-01, 6.80113658e-02, 5.99999970e-04
2.43486553e-01, 6.80036023e-02, 5.99999970e-04
2.42686912e-01, 6.80099279e-02, 5.99999970e-04
2.41894811e-01, 6.80029914e-02, 5.99999970e-04
2.41095155e-01, 6.80085942e-02, 5.99999970e-04
2.40302131e-01, 6.80024326e-02, 5.99999970e-04
2.39502445e-01, 6.80073649e-02, 5.99999970e-04
2.38708615e-01, 6.80019334e-02, 5.99999970e-04
2.37908900e-01, 6.80062547e-02, 5.99999970e-04
2.37114236e-01, 6.80014789e-02, 5.99999970e-04
2.36314476e-01, 6.80052489e-02, 5.99999970e-04
2.35519022e-01, 6.80010617e-02, 5.99999970e-04
2.34719247e-01, 6.80043325e-02, 5.99999970e-04
2.33923078e-01, 6.80006891e-02, 5.99999970e-04
2.32326418e-01, 6.80003613e-02, 5.99999970e-04
2.33123273e-01, 6.80035055e-02, 5.99999970e-04
2.31526613e-01, 6.80027604e-02, 5.99999970e-04
2.30729103e-01, 6.80000633e-02, 5.99999970e-04
2.29131237e-01, 6.79998025e-02, 5.99999970e-04
2.29929283e-01, 6.80020899e-02, 5.99999970e-04
2.27533177e-01, 6.79995865e-02, 5.99999970e-04
2.28331387e-01, 6.80014938e-02, 5.99999970e-04
2.25936845e-01, 6.79995045e-02, 5.99999970e-04
2.26733312e-01, 6.80009723e-02, 5.99999970e-04
2.25136980e-01, 6.80006221e-02, 5.99999970e-04
2.24341244e-01, 6.79995120e-02, 5.99999970e-04
2.23541364e-01, 6.80003688e-02, 5.99999970e-04
2.22743511e-01, 6.79994375e-02, 5.99999970e-04
2.21142918e-01, 6.79992512e-02, 5.99999970e-04
2.21943602e-01, 6.80000782e-02, 5.99999970e-04
2.20343009e-01, 6.79996908e-02, 5.99999970e-04
2.19540581e-01, 6.79990053e-02, 5.99999970e-04
2.17937738e-01, 6.79987743e-02, 5.99999970e-04
2.18740657e-01, 6.79992735e-02, 5.99999970e-04
2.17137814e-01, 6.79988787e-02, 5.99999970e-04
2.16335088e-01, 6.79985732e-02, 5.99999970e-04
2.15535149e-01, 6.79985359e-02, 5.99999970e-04
2.14732721e-01, 6.79984167e-02, 5.99999970e-04
2.13130563e-01, 6.79983050e-02, 5.99999970e-04
2.13932782e-01, 6.79982603e-02, 5.99999970e-04
2.12330610e-01, 6.79980367e-02, 5.99999970e-04
2.11528465e-01, 6.79982230e-02, 5.99999970e-04
2.10728511e-01, 6.79978579e-02, 5.99999970e-04
2.09926292e-01, 6.79981560e-02, 5.99999970e-04
