
[Name]
symmetry 1

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ]
1.79339722e-01, 5.69969900e-02, 5.99999970e-04, 1.81564808e+01, -3.55437919e-02, -1.50533337e-02
1.81345388e-01, 5.69969267e-02, 5.99999970e-04, 1.76628628e+01, -2.75488142e-02, -1.96484849e-02
1.80339724e-01, 5.69979213e-02, 5.99999970e-04, 1.79236393e+01, -3.15431245e-02, -1.76190548e-02
1.82345405e-01, 5.69978878e-02, 5.99999970e-04, 1.73842602e+01, -2.36456115e-02, -2.11776234e-02
1.83351010e-01, 5.69968671e-02, 5.99999970e-04, 1.70915756e+01, -1.98822133e-02, -2.22660303e-02
1.84351027e-01, 5.69978580e-02, 5.99999970e-04, 1.67940617e+01, -1.63000412e-02, -2.29888968e-02
1.85356557e-01, 5.69968075e-02, 5.99999970e-04, 1.64932804e+01, -1.29030086e-02, -2.34225318e-02
1.87362045e-01, 5.69967292e-02, 5.99999970e-04, 1.59019022e+01, -6.65081246e-03, -2.36872584e-02
1.86356574e-01, 5.69978207e-02, 5.99999970e-04, 1.61961498e+01, -9.69558395e-03, -2.36367509e-02
1.89367548e-01, 5.69965728e-02, 5.99999970e-04, 1.53342915e+01, -9.77458898e-04, -2.34395750e-02
1.88362047e-01, 5.69977611e-02, 5.99999970e-04, 1.56153584e+01, -3.75719136e-03, -2.36133784e-02
1.91373289e-01, 5.69961704e-02, 5.99999970e-04, 1.47970438e+01, 4.31291340e-03, -2.28220467e-02
1.90367550e-01, 5.69976196e-02, 5.99999970e-04, 1.50624199e+01, 1.70181878e-03, -2.31743790e-02
1.92373276e-01, 5.69972210e-02, 5.99999970e-04, 1.45415344e+01, 6.86623389e-03, -2.23795157e-02
1.93379954e-01, 5.69950491e-02, 5.99999970e-04, 1.42929087e+01, 9.38089006e-03, -2.18466036e-02
1.95389390e-01, 5.69920503e-02, 5.99999970e-04, 1.38234806e+01, 1.43475961e-02, -2.05022711e-02
1.94379956e-01, 5.69960959e-02, 5.99999970e-04, 1.40547915e+01, 1.18725626e-02, -2.12209895e-02
1.96389377e-01, 5.69930859e-02, 5.99999970e-04, 1.36037502e+01, 1.68369859e-02, -1.96955539e-02
1.97405621e-01, 5.69847785e-02, 5.99999970e-04, 1.33898506e+01, 1.93284862e-02, -1.88013464e-02
1.99422106e-01, 5.69749810e-02, 5.99999970e-04, 1.29942522e+01, 2.44195592e-02, -1.67706069e-02
1.98405609e-01, 5.69857918e-02, 5.99999970e-04, 1.31881475e+01, 2.18616780e-02, -1.78255923e-02
2.01457411e-01, 5.69584928e-02, 5.99999970e-04, 1.26323872e+01, 2.96942536e-02, -1.44364052e-02
2.00435176e-01, 5.69709688e-02, 5.99999970e-04, 1.28094187e+01, 2.70297173e-02, -1.56368278e-02
2.03471020e-01, 5.69582656e-02, 5.99999970e-04, 1.23095379e+01, 3.49970646e-02, -1.19259506e-02
2.02465028e-01, 5.69536202e-02, 5.99999970e-04, 1.24666681e+01, 3.23607475e-02, -1.31941484e-02
2.05451667e-01, 5.69867827e-02, 5.99999970e-04, 1.20233727e+01, 4.02452871e-02, -9.31802951e-03
2.04464450e-01, 5.69685549e-02, 5.99999970e-04, 1.21621342e+01, 3.76151130e-02, -1.06366295e-02
2.07414880e-01, 5.69961667e-02, 5.99999970e-04, 1.17696676e+01, 4.57441248e-02, -6.51533902e-03
2.06427440e-01, 5.69943376e-02, 5.99999970e-04, 1.18933792e+01, 4.29464206e-02, -7.94778578e-03
2.09406093e-01, 5.69977313e-02, 5.99999970e-04, 1.15402021e+01, 5.15963100e-02, -3.48504540e-03
2.08404064e-01, 5.69980629e-02, 5.99999970e-04, 1.16523962e+01, 4.86321077e-02, -5.02535840e-03
2.10406005e-01, 5.69981635e-02, 5.99999970e-04, 1.14343987e+01, 5.46221845e-02, -1.90579274e-03
2.11407438e-01, 5.69980517e-02, 5.99999970e-04, 1.13342190e+01, 5.76951355e-02, -2.96576298e-04
2.12407336e-01, 5.69982901e-02, 5.99999970e-04, 1.12395535e+01, 6.08132482e-02, 1.33818795e-03
2.13408068e-01, 5.69984354e-02, 5.99999970e-04, 1.11497612e+01, 6.39738664e-02, 2.99436436e-03
2.14407951e-01, 5.69984429e-02, 5.99999970e-04, 1.10646353e+01, 6.71735778e-02, 4.66747023e-03
2.15407878e-01, 5.69988862e-02, 5.99999970e-04, 1.09836969e+01, 7.04093650e-02, 6.35294430e-03
2.16407731e-01, 5.69986217e-02, 5.99999970e-04, 1.09065495e+01, 7.36766532e-02, 8.04574136e-03
2.17406765e-01, 5.69994077e-02, 5.99999970e-04, 1.08328304e+01, 7.69714564e-02, 9.74074751e-03
2.18406588e-01, 5.69988266e-02, 5.99999970e-04, 1.07619915e+01, 8.02879781e-02, 1.14323953e-02
2.19404623e-01, 5.70000149e-02, 5.99999970e-04, 1.06938200e+01, 8.36216658e-02, 1.31150130e-02
2.21401379e-01, 5.70007116e-02, 5.99999970e-04, 1.05636282e+01, 9.03125405e-02, 1.64291225e-02
2.20404416e-01, 5.69990613e-02, 5.99999970e-04, 1.06277018e+01, 8.69651586e-02, 1.47824977e-02
2.23396912e-01, 5.70015199e-02, 5.99999970e-04, 1.04399662e+01, 9.69874859e-02, 1.96384173e-02
2.22401142e-01, 5.69993295e-02, 5.99999970e-04, 1.05009813e+01, 9.36552584e-02, 1.80494562e-02
2.24396661e-01, 5.69996350e-02, 5.99999970e-04, 1.03798943e+01, 1.00300461e-01, 2.11910233e-02
2.25391135e-01, 5.70024475e-02, 5.99999970e-04, 1.03211765e+01, 1.03588253e-01, 2.27026045e-02
2.26390839e-01, 5.69999926e-02, 5.99999970e-04, 1.02630882e+01, 1.06841519e-01, 2.41688285e-02
2.27383927e-01, 5.70035204e-02, 5.99999970e-04, 1.02062836e+01, 1.10054150e-01, 2.55857129e-02
2.29375049e-01, 5.70047572e-02, 5.99999970e-04, 1.00952635e+01, 1.16321467e-01, 2.82580387e-02
2.28383586e-01, 5.70004135e-02, 5.99999970e-04, 1.01500330e+01, 1.13216206e-01, 2.69497447e-02
2.30374664e-01, 5.70009016e-02, 5.99999970e-04, 1.00412388e+01, 1.19359843e-01, 2.95084268e-02
2.31364191e-01, 5.70061728e-02, 5.99999970e-04, 9.98917103e+00, 1.22325212e-01, 3.06993108e-02
2.32363746e-01, 5.70014678e-02, 5.99999970e-04, 9.93830967e+00, 1.25207514e-01, 3.18303257e-02
2.33351275e-01, 5.70078120e-02, 5.99999970e-04, 9.89011383e+00, 1.28001124e-01, 3.29015814e-02
2.34350771e-01, 5.70021458e-02, 5.99999970e-04, 9.84385204e+00, 1.30696103e-01, 3.39136682e-02
2.35336006e-01, 5.70097007e-02, 5.99999970e-04, 9.80119705e+00, 1.33285642e-01, 3.48676294e-02
2.37318218e-01, 5.70118539e-02, 5.99999970e-04, 9.72669697e+00, 1.38121635e-01, 3.66138220e-02
2.36335427e-01, 5.70029505e-02, 5.99999970e-04, 9.76144981e+00, 1.35766268e-01, 3.57674770e-02
2.39307195e-01, 5.70083670e-02, 5.99999970e-04, 9.67266369e+00, 1.42458841e-01, 3.81737426e-02
2.38317549e-01, 5.70038781e-02, 5.99999970e-04, 9.69684601e+00, 1.40357465e-01, 3.74147259e-02
2.41284892e-01, 5.70115075e-02, 5.99999970e-04, 9.64316368e+00, 1.46202743e-01, 3.95772532e-02
2.40296841e-01, 5.70049472e-02, 5.99999970e-04, 9.65440750e+00, 1.44406542e-01, 3.88916358e-02
2.42272928e-01, 5.70061617e-02, 5.99999970e-04, 9.63966656e+00, 1.47828773e-01, 4.02345210e-02
2.43246585e-01, 5.70201725e-02, 5.99999970e-04, 9.64432526e+00, 1.49278194e-01, 4.08727303e-02
2.44235203e-01, 5.70173971e-02, 5.99999970e-04, 9.65899467e+00, 1.50591016e-01, 4.15103994e-02
2.45227873e-01, 5.70174903e-02, 5.99999970e-04, 9.68561745e+00, 1.51771903e-01, 4.21556830e-02
2.46214747e-01, 5.70090786e-02, 5.99999970e-04, 9.72374535e+00, 1.52770326e-01, 4.28077243e-02
2.47195676e-01, 5.70159778e-02, 5.99999970e-04, 9.77296543e+00, 1.53585017e-01, 4.34754491e-02
2.49160364e-01, 5.70196100e-02, 5.99999970e-04, 9.90954494e+00, 1.54660970e-01, 4.49021161e-02
2.48179883e-01, 5.70107698e-02, 5.99999970e-04, 9.83448410e+00, 1.54218927e-01, 4.41709124e-02
2.50140816e-01, 5.70126511e-02, 5.99999970e-04, 9.99873352e+00, 1.54927984e-01, 4.56783101e-02
2.51119107e-01, 5.70228435e-02, 5.99999970e-04, 1.01024303e+01, 1.54996425e-01, 4.65076342e-02
2.52089858e-01, 5.70247360e-02, 5.99999970e-04, 1.02205582e+01, 1.54891819e-01, 4.73999158e-02
2.53072828e-01, 5.70263788e-02, 5.99999970e-04, 1.03568954e+01, 1.54621512e-01, 4.83641922e-02
2.55009860e-01, 5.70331588e-02, 5.99999970e-04, 1.06755705e+01, 1.53552830e-01, 5.05278111e-02
2.54038036e-01, 5.70287444e-02, 5.99999970e-04, 1.05072918e+01, 1.54172882e-01, 4.94040921e-02
2.56952316e-01, 5.70355691e-02, 5.99999970e-04, 1.10637712e+01, 1.51822209e-01, 5.30512892e-02
2.55980819e-01, 5.70355207e-02, 5.99999970e-04, 1.08609343e+01, 1.52767807e-01, 5.17417081e-02
2.58885354e-01, 5.70431165e-02, 5.99999970e-04, 1.15194597e+01, 1.49430871e-01, 5.59675433e-02
2.57923871e-01, 5.70380725e-02, 5.99999970e-04, 1.12839622e+01, 1.50709495e-01, 5.44603430e-02
2.59850025e-01, 5.70478402e-02, 5.99999970e-04, 1.17713842e+01, 1.48001358e-01, 5.75799495e-02
2.60819614e-01, 5.70512749e-02, 5.99999970e-04, 1.20440016e+01, 1.46448165e-01, 5.92981093e-02
2.62739718e-01, 5.70504107e-02, 5.99999970e-04, 1.26345787e+01, 1.42943323e-01, 6.30492270e-02
2.61775672e-01, 5.70469163e-02, 5.99999970e-04, 1.23304567e+01, 1.44766062e-01, 6.11179098e-02
2.64662951e-01, 5.70534877e-02, 5.99999970e-04, 1.32865448e+01, 1.38917416e-01, 6.72258958e-02
2.63705909e-01, 5.70517406e-02, 5.99999970e-04, 1.29552040e+01, 1.40986875e-01, 6.50893524e-02
2.66555220e-01, 5.70695177e-02, 5.99999970e-04, 1.39837627e+01, 1.34448916e-01, 7.17878491e-02
2.65614957e-01, 5.70603311e-02, 5.99999970e-04, 1.36304483e+01, 1.36737555e-01, 6.94586337e-02
2.67498046e-01, 5.70799820e-02, 5.99999970e-04, 1.43491764e+01, 1.32071897e-01, 7.42046833e-02
2.68445402e-01, 5.70865385e-02, 5.99999970e-04, 1.47263203e+01, 1.29621059e-01, 7.66917616e-02
2.69379109e-01, 5.70912585e-02, 5.99999970e-04, 1.51122313e+01, 1.27108768e-01, 7.92345405e-02
2.70312876e-01, 5.70951179e-02, 5.99999970e-04, 1.55057421e+01, 1.24515258e-01, 8.18349719e-02
2.71249294e-01, 5.71074113e-02, 5.99999970e-04, 1.59054537e+01, 1.21840894e-01, 8.44822079e-02
2.72183955e-01, 5.71121871e-02, 5.99999970e-04, 1.63118992e+01, 1.19130142e-01, 8.71489644e-02
2.74039060e-01, 5.71250133e-02, 5.99999970e-04, 1.71309013e+01, 1.13607422e-01, 9.25336331e-02
2.73114115e-01, 5.71094416e-02, 5.99999970e-04, 1.67212009e+01, 1.16386876e-01, 8.98332074e-02
2.75850713e-01, 5.71589768e-02, 5.99999970e-04, 1.79367962e+01, 1.07956938e-01, 9.79118645e-02
2.74951905e-01, 5.71403541e-02, 5.99999970e-04, 1.75368710e+01, 1.10797614e-01, 9.52301696e-02
2.76748091e-01, 5.71853556e-02, 5.99999970e-04, 1.83298321e+01, 1.05046473e-01, 1.00565612e-01
2.77642816e-01, 5.72416112e-02, 5.99999970e-04, 1.87175503e+01, 1.02062285e-01, 1.03185281e-01
2.75953710e-01, 4.31416519e-02, 5.99999970e-04, 2.01479740e+01, 1.37132332e-01, 4.40511443e-02
1.67391986e-01, 5.81274964e-02, 5.99999970e-04, 1.72282772e+01, -7.69227743e-02, 3.95572111e-02
1.68371290e-01, 5.81509918e-02, 5.99999970e-04, 1.75357838e+01, -7.66202882e-02, 3.46564390e-02
1.66394398e-01, 5.80920056e-02, 5.99999970e-04, 1.68805180e+01, -7.62664527e-02, 4.38981988e-02
1.69352278e-01, 5.81515878e-02, 5.99999970e-04, 1.78085976e+01, -7.54454359e-02, 2.93531120e-02
9.90935490e-02, 4.19542976e-02, 5.99999970e-04, 1.00174913e+01, 9.30111259e-02, -9.94416028e-02
1.00069478e-01, 4.19775322e-02, 5.99999970e-04, 9.57503796e+00, 9.36184898e-02, -9.56179276e-02
9.81249660e-02, 4.19319421e-02, 5.99999970e-04, 1.04660654e+01, 9.22243297e-02, -1.03270307e-01
9.71965268e-02, 4.29063886e-02, 5.99999970e-04, 1.06100035e+01, 8.63870680e-02, -1.08001724e-01
9.71963033e-02, 5.62193915e-02, 5.99999970e-04, 1.02217369e+01, 7.15962006e-03, -1.00787759e-01
9.81735960e-02, 5.71565665e-02, 5.99999970e-04, 9.87618732e+00, 2.68858508e-04, -9.63933021e-02
1.01144828e-01, 5.80255054e-02, 5.99999970e-04, 8.54376888e+00, -8.44127685e-03, -8.65370184e-02
1.00150056e-01, 5.80468625e-02, 5.99999970e-04, 9.03849125e+00, -7.52220629e-03, -8.93633738e-02
9.91564542e-02, 5.80759011e-02, 5.99999970e-04, 9.54911804e+00, -6.55741477e-03, -9.22491550e-02
9.62575078e-02, 4.48710173e-02, 5.99999970e-04, 1.05830851e+01, 7.54532367e-02, -1.13081507e-01
9.62125063e-02, 5.52491471e-02, 5.99999970e-04, 1.05888014e+01, 1.41895656e-02, -1.05525203e-01
9.52794850e-02, 4.58395630e-02, 5.99999970e-04, 1.08903599e+01, 7.00839013e-02, -1.17661849e-01
9.52255353e-02, 5.42684868e-02, 5.99999970e-04, 1.09823713e+01, 2.12755464e-02, -1.10658288e-01
9.42945853e-02, 4.67908941e-02, 5.99999970e-04, 1.12674417e+01, 6.50748536e-02, -1.22204773e-01
9.42340717e-02, 5.33011593e-02, 5.99999970e-04, 1.14036922e+01, 2.83098239e-02, -1.16198361e-01
9.32949707e-02, 4.77098562e-02, 5.99999970e-04, 1.17212515e+01, 6.05668724e-02, -1.26693070e-01
9.32377875e-02, 5.23471124e-02, 5.99999970e-04, 1.18555584e+01, 3.50648798e-02, -1.22117482e-01
2.79561728e-01, 5.83544783e-02, 5.99999970e-04, 1.93598862e+01, 9.12069976e-02, 1.11229673e-01
2.78649807e-01, 5.82970716e-02, 5.99999970e-04, 1.89793644e+01, 9.39766690e-02, 1.08900622e-01
9.22084376e-02, 5.14521934e-02, 5.99999970e-04, 1.23270864e+01, 4.15534340e-02, -1.28433317e-01
2.83236533e-01, 5.84358498e-02, 5.99999970e-04, 2.08355217e+01, 8.06136280e-02, 1.17474556e-01
2.82261252e-01, 5.83515540e-02, 5.99999970e-04, 2.04724731e+01, 8.34677666e-02, 1.16179034e-01
2.80472457e-01, 5.83779551e-02, 5.99999970e-04, 1.97424946e+01, 8.85709822e-02, 1.13236129e-01
2.81393409e-01, 5.83741404e-02, 5.99999970e-04, 2.01207886e+01, 8.59958678e-02, 1.14853285e-01
2.77928025e-01, 4.49805930e-02, 5.99999970e-04, 2.07947617e+01, 1.30992502e-01, 5.52925505e-02
2.78483927e-01, 4.59531099e-02, 5.99999970e-04, 2.09340649e+01, 1.28812969e-01, 6.05226383e-02
2.76984662e-01, 4.30537425e-02, 5.99999970e-04, 2.05112286e+01, 1.32877961e-01, 4.55325805e-02
2.77414560e-01, 4.40191776e-02, 5.99999970e-04, 2.06465874e+01, 1.32371858e-01, 5.02368510e-02
2.79564798e-01, 4.78591770e-02, 5.99999970e-04, 2.11478691e+01, 1.22966662e-01, 7.10695535e-02
2.79032081e-01, 4.69140373e-02, 5.99999970e-04, 2.10500755e+01, 1.26088649e-01, 6.58176243e-02
2.80099988e-01, 4.88038585e-02, 5.99999970e-04, 2.12291164e+01, 1.19498447e-01, 7.62636214e-02
2.80626684e-01, 4.97289859e-02, 5.99999970e-04, 2.12951260e+01, 1.15726560e-01, 8.13745782e-02
2.81686544e-01, 5.15624769e-02, 5.99999970e-04, 2.13893986e+01, 1.07475966e-01, 9.10824016e-02
2.81156331e-01, 5.06455675e-02, 5.99999970e-04, 2.13473663e+01, 1.11693591e-01, 8.63287970e-02
2.82212824e-01, 5.24666868e-02, 5.99999970e-04, 2.14249077e+01, 1.03124067e-01, 9.56256315e-02
2.82741308e-01, 5.33815064e-02, 5.99999970e-04, 2.14514008e+01, 9.86989290e-02, 9.99400541e-02
2.83239365e-01, 5.42987585e-02, 5.99999970e-04, 2.14649563e+01, 9.42976177e-02, 1.03977293e-01
2.83708572e-01, 5.52250370e-02, 5.99999970e-04, 2.14679565e+01, 8.99717063e-02, 1.07712105e-01
2.73467809e-01, 4.20319997e-02, 5.99999970e-04, 1.92236919e+01, 1.44045532e-01, 3.61428782e-02
2.74665684e-01, 4.20615636e-02, 5.99999970e-04, 1.96649456e+01, 1.39978170e-01, 3.79469059e-02
2.72248626e-01, 4.19972204e-02, 5.99999970e-04, 1.87546787e+01, 1.48063213e-01, 3.43891084e-02
2.68530011e-01, 4.19535525e-02, 5.99999970e-04, 1.72945900e+01, 1.59128428e-01, 3.09354085e-02
2.67320484e-01, 4.19684574e-02, 5.99999970e-04, 1.68180466e+01, 1.62372142e-01, 3.05294674e-02
2.66111344e-01, 4.19839472e-02, 5.99999970e-04, 1.63503952e+01, 1.65373534e-01, 3.04704942e-02
2.63723135e-01, 4.20115814e-02, 5.99999970e-04, 1.54573698e+01, 1.70595691e-01, 3.13046165e-02
2.64913946e-01, 4.20018807e-02, 5.99999970e-04, 1.58953714e+01, 1.68114945e-01, 3.07314694e-02
2.61365026e-01, 4.20277603e-02, 5.99999970e-04, 1.46430874e+01, 1.74771041e-01, 3.33324745e-02
2.62537748e-01, 4.20202203e-02, 5.99999970e-04, 1.50377932e+01, 1.72815397e-01, 3.21785398e-02
2.59030193e-01, 4.20353413e-02, 5.99999970e-04, 1.39357834e+01, 1.77918091e-01, 3.63980643e-02
2.60199577e-01, 4.20310423e-02, 5.99999970e-04, 1.42761478e+01, 1.76467642e-01, 3.47435325e-02
2.56693065e-01, 4.20363732e-02, 5.99999970e-04, 1.33415785e+01, 1.80100009e-01, 4.03630845e-02
2.57863432e-01, 4.20381837e-02, 5.99999970e-04, 1.36237726e+01, 1.79127142e-01, 3.82792540e-02
2.55518228e-01, 4.20455262e-02, 5.99999970e-04, 1.30914955e+01, 1.80834204e-01, 4.26166467e-02
2.54351914e-01, 4.20341827e-02, 5.99999970e-04, 1.28770876e+01, 1.81327343e-01, 4.50025052e-02
2.53192574e-01, 4.20366973e-02, 5.99999970e-04, 1.26965160e+01, 1.81602955e-01, 4.74874116e-02
2.52047867e-01, 4.20415327e-02, 5.99999970e-04, 1.25498047e+01, 1.81676880e-01, 5.00360727e-02
2.50904500e-01, 4.20469083e-02, 5.99999970e-04, 1.24342279e+01, 1.81544930e-01, 5.26220053e-02
2.49765635e-01, 4.20461632e-02, 5.99999970e-04, 1.23485584e+01, 1.81207046e-01, 5.52202724e-02
2.47487724e-01, 4.20476906e-02, 5.99999970e-04, 1.22617016e+01, 1.79949239e-01, 6.03488535e-02
2.48628765e-01, 4.20455933e-02, 5.99999970e-04, 1.22921066e+01, 1.80670485e-01, 5.78055531e-02
2.46360913e-01, 4.20554057e-02, 5.99999970e-04, 1.22550077e+01, 1.79047599e-01, 6.28185421e-02
2.45227635e-01, 4.20584604e-02, 5.99999970e-04, 1.22694664e+01, 1.77957207e-01, 6.51946664e-02
2.42973045e-01, 4.20453399e-02, 5.99999970e-04, 1.23511286e+01, 1.75222218e-01, 6.95624352e-02
2.44096428e-01, 4.20542583e-02, 5.99999970e-04, 1.23024206e+01, 1.76677316e-01, 6.74526840e-02
2.40721121e-01, 4.20557410e-02, 5.99999970e-04, 1.24802208e+01, 1.71833143e-01, 7.32127950e-02
2.41840377e-01, 4.20457721e-02, 5.99999970e-04, 1.24116259e+01, 1.73605949e-01, 7.14917257e-02
2.39612266e-01, 4.20663729e-02, 5.99999970e-04, 1.25547228e+01, 1.69899672e-01, 7.47142583e-02
2.38490388e-01, 4.20600288e-02, 5.99999970e-04, 1.26330204e+01, 1.67805240e-01, 7.59835914e-02
2.37364575e-01, 4.20614555e-02, 5.99999970e-04, 1.27112570e+01, 1.65565014e-01, 7.69943297e-02
2.36250371e-01, 4.20598015e-02, 5.99999970e-04, 1.27859230e+01, 1.63198352e-01, 7.77257308e-02
2.34017208e-01, 4.20577526e-02, 5.99999970e-04, 1.29172268e+01, 1.58130780e-01, 7.83086717e-02
2.35136911e-01, 4.20582108e-02, 5.99999970e-04, 1.28552971e+01, 1.60715997e-01, 7.81676844e-02
2.32913077e-01, 4.20687199e-02, 5.99999970e-04, 1.29690228e+01, 1.55461177e-01, 7.81489909e-02
2.31798425e-01, 4.20600735e-02, 5.99999970e-04, 1.30110054e+01, 1.52722791e-01, 7.76983425e-02
2.29560956e-01, 4.20577787e-02, 5.99999970e-04, 1.30588512e+01, 1.47119462e-01, 7.59260431e-02
2.30678946e-01, 4.20591123e-02, 5.99999970e-04, 1.30412655e+01, 1.49933323e-01, 7.69555643e-02
2.27344558e-01, 4.20632735e-02, 5.99999970e-04, 1.30558081e+01, 1.41505376e-01, 7.30749592e-02
2.28457108e-01, 4.20602374e-02, 5.99999970e-04, 1.30636206e+01, 1.44306600e-01, 7.46271759e-02
2.26234794e-01, 4.20672074e-02, 5.99999970e-04, 1.30363388e+01, 1.38736799e-01, 7.12966248e-02
2.25127399e-01, 4.20636460e-02, 5.99999970e-04, 1.30065584e+01, 1.36025742e-01, 6.93210363e-02
2.24021748e-01, 4.20605876e-02, 5.99999970e-04, 1.29672155e+01, 1.33383676e-01, 6.71675652e-02
2.22924009e-01, 4.20567133e-02, 5.99999970e-04, 1.29194756e+01, 1.30820826e-01, 6.48590326e-02
2.20730484e-01, 4.20560949e-02, 5.99999970e-04, 1.28039465e+01, 1.25918835e-01, 5.98200858e-02
2.21836016e-01, 4.20510508e-02, 5.99999970e-04, 1.28648701e+01, 1.28335744e-01, 6.24074116e-02
2.18530521e-01, 4.20548543e-02, 5.99999970e-04, 1.26718454e+01, 1.21328749e-01, 5.43241464e-02
2.19629228e-01, 4.20575552e-02, 5.99999970e-04, 1.27390327e+01, 1.23578750e-01, 5.71186282e-02
2.17424378e-01, 4.20555063e-02, 5.99999970e-04, 1.26035004e+01, 1.19167894e-01, 5.14498129e-02
2.16321170e-01, 4.20567095e-02, 5.99999970e-04, 1.25365400e+01, 1.17105111e-01, 4.85221222e-02
2.15231523e-01, 4.20532301e-02, 5.99999970e-04, 1.24729042e+01, 1.15159377e-01, 4.55632173e-02
2.14131147e-01, 4.20494191e-02, 5.99999970e-04, 1.24130249e+01, 1.13318369e-01, 4.25745323e-02
2.13041648e-01, 4.20500487e-02, 5.99999970e-04, 1.23594027e+01, 1.11579202e-01, 3.95714082e-02
2.11958691e-01, 4.20504250e-02, 5.99999970e-04, 1.23129339e+01, 1.09953567e-01, 3.65732759e-02
2.09800035e-01, 4.20511924e-02, 5.99999970e-04, 1.22483473e+01, 1.07059047e-01, 3.06214746e-02
2.10882798e-01, 4.20508198e-02, 5.99999970e-04, 1.22755527e+01, 1.08442873e-01, 3.35868374e-02
2.08721027e-01, 4.20484319e-02, 5.99999970e-04, 1.22327948e+01, 1.05808601e-01, 2.76886635e-02
2.07641527e-01, 4.20467518e-02, 5.99999970e-04, 1.22301998e+01, 1.04685701e-01, 2.47959793e-02
2.06555396e-01, 4.20463607e-02, 5.99999970e-04, 1.22417898e+01, 1.03698500e-01, 2.19558123e-02
2.05469161e-01, 4.20435704e-02, 5.99999970e-04, 1.22687883e+01, 1.02860682e-01, 1.91912074e-02
2.03320622e-01, 4.20449786e-02, 5.99999970e-04, 1.23717680e+01, 1.01612702e-01, 1.39453588e-02
2.04403564e-01, 4.20438796e-02, 5.99999970e-04, 1.23115969e+01, 1.02165170e-01, 1.65196508e-02
2.02255398e-01, 4.20448147e-02, 5.99999970e-04, 1.24490843e+01, 1.01222105e-01, 1.14818271e-02
2.01192319e-01, 4.20433246e-02, 5.99999970e-04, 1.25443325e+01, 1.00996919e-01, 9.13634337e-03
1.99042752e-01, 4.20399681e-02, 5.99999970e-04, 1.27919254e+01, 1.01012811e-01, 4.81780339e-03
2.00118676e-01, 4.20413427e-02, 5.99999970e-04, 1.26587830e+01, 1.00929685e-01, 6.90928474e-03
1.97979897e-01, 4.20460515e-02, 5.99999970e-04, 1.29429922e+01, 1.01252645e-01, 2.87431106e-03
1.96909100e-01, 4.20396477e-02, 5.99999970e-04, 1.31126719e+01, 1.01666741e-01, 1.08432188e-03
1.95845231e-01, 4.20388654e-02, 5.99999970e-04, 1.32993975e+01, 1.02238081e-01, -5.42571128e-04
1.94783404e-01, 4.20395285e-02, 5.99999970e-04, 1.35032740e+01, 1.02956846e-01, -2.00027484e-03
1.93717301e-01, 4.20389287e-02, 5.99999970e-04, 1.37227068e+01, 1.03821747e-01, -3.28345783e-03
1.92656860e-01, 4.20388132e-02, 5.99999970e-04, 1.39567213e+01, 1.04821958e-01, -4.38494375e-03
1.91595957e-01, 4.20389436e-02, 5.99999970e-04, 1.42042789e+01, 1.05952710e-01, -5.30022848e-03
1.90542579e-01, 4.20416780e-02, 5.99999970e-04, 1.44619884e+01, 1.07201442e-01, -6.02195133e-03
1.88428238e-01, 4.20401916e-02, 5.99999970e-04, 1.50031118e+01, 1.09997243e-01, -6.86643412e-03
1.89490259e-01, 4.20375764e-02, 5.99999970e-04, 1.47280693e+01, 1.08555332e-01, -6.54544309e-03
1.86320975e-01, 4.20371406e-02, 5.99999970e-04, 1.55620241e+01, 1.13032207e-01, -6.85818121e-03
1.87375739e-01, 4.20371667e-02, 5.99999970e-04, 1.52814016e+01, 1.11499019e-01, -6.97444985e-03
1.84213921e-01, 4.20360267e-02, 5.99999970e-04, 1.61151447e+01, 1.16067067e-01, -5.90682076e-03
1.85266212e-01, 4.20364402e-02, 5.99999970e-04, 1.58416138e+01, 1.14564985e-01, -6.50549494e-03
1.82111830e-01, 4.20345031e-02, 5.99999970e-04, 1.66341934e+01, 1.18879363e-01, -3.95549461e-03
1.83157653e-01, 4.20359410e-02, 5.99999970e-04, 1.63814754e+01, 1.17514953e-01, -5.05738100e-03
1.80014625e-01, 4.20327820e-02, 5.99999970e-04, 1.70903263e+01, 1.21255577e-01, -9.87642212e-04
1.81061998e-01, 4.20336053e-02, 5.99999970e-04, 1.68722801e+01, 1.20133340e-01, -2.59873574e-03
1.78967237e-01, 4.20318916e-02, 5.99999970e-04, 1.72860756e+01, 1.22219324e-01, 8.71646334e-04
1.77916914e-01, 4.20334302e-02, 5.99999970e-04, 1.74548759e+01, 1.23024210e-01, 2.96181231e-03
1.75829455e-01, 4.20267880e-02, 5.99999970e-04, 1.76962433e+01, 1.24118201e-01, 7.74443522e-03
1.76877305e-01, 4.20301892e-02, 5.99999970e-04, 1.75922184e+01, 1.23665705e-01, 5.25870081e-03
1.73738688e-01, 4.20256518e-02, 5.99999970e-04, 1.77911415e+01, 1.24462724e-01, 1.31650139e-02
1.74779162e-01, 4.20302525e-02, 5.99999970e-04, 1.77638664e+01, 1.24380551e-01, 1.03918016e-02
1.71663091e-01, 4.20246348e-02, 5.99999970e-04, 1.77198448e+01, 1.24019161e-01, 1.89203806e-02
